	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T49	630	890	640	750	250	380	760	940	480	240
T50	970	680	770	530	110	650	360	250	890	880
T51	210	880	720	400	200	710	140	830	320	350
T52	430	540	480	190	500	570	790	990	630	290
T53	910	380	890	210	300	980	640	450	260	500
T54	620	620	600	210	190	870	900	590	320	700
T55	290	240	220	510	630	950	530	570	750	320
T56	790	990	110	310	880	330	330	390	310	190
T57	730	500	260	820	130	950	870	310	750	920
T58	510	890	960	920	580	430	550	400	250	560
T59	930	650	550	490	970	410	570	810	500	410
T60	250	670	520	900	970	120	560	650	930	980
T61	150	770	700	600	800	380	940	120	530	790
T62	420	260	540	700	360	270	970	790	590	510
T63	970	130	790	250	730	180	800	990	570	800
T64	470	220	560	310	430	570	240	780	880	550
T65	340	970	370	170	680	790	580	460	920	220
T66	930	710	380	190	260	660	250	550	710	200
T67	650	140	380	850	380	910	620	870	770	420
T68	440	770	280	200	800	120	620	100	920	740
T69	340	660	740	700	150	650	470	990	170	510
T70	230	780	290	440	640	540	730	220	440	590
T71	680	860	840	910	360	140	340	540	660	210
T72	780	830	600	880	700	850	340	110	170	600
T73	460	250	640	470	630	970	860	850	510	570
T74	550	780	820	390	740	470	250	350	640	290
T75	100	130	830	980	640	340	810	510	490	550
T76	590	900	610	560	280	120	510	830	810	480
T77	360	370	710	640	310	210	400	960	900	390
T78	770	740	130	690	440	980	320	830	860	590
T79	530	140	220	820	950	140	590	540	750	270
T80	180	500	920	660	330	400	660	520	700	310
T81	330	560	640	250	550	880	880	300	720	210
T82	190	750	450	170	890	510	600	310	890	240
T83	830	920	660	270	160	610	920	610	410	650
T84	530	990	310	260	840	740	320	600	160	890
T85	360	320	380	270	500	840	710	210	350	480
T86	720	700	990	960	150	280	180	900	600	960
T87	370	660	140	600	450	180	220	810	200	210
T88	750	340	230	880	600	490	690	530	330	130
T89	920	400	270	200	790	840	790	150	240	220
T90	230	660	870	480	620	300	720	640	470	610
T91	280	450	610	570	400	640	730	510	920	750
T92	950	110	570	890	290	370	410	600	130	300
T93	480	360	570	660	120	220	390	770	330	710
T94	840	630	360	940	320	970	820	210	780	900
T95	580	620	390	840	410	530	150	650	540	150
T96	630	580	560	640	290	470	670	280	260	130
T97	810	840	690	800	820	650	490	610	890	480
T98	160	390	500	620	670	910	960	270	610	100
T99	560	960	740	260	340	480	210	960	590	250
T100	480	570	730	590	350	760	170	730	260	890
T101	720	110	230	160	790	530	840	310	870	160
T102	690	730	990	570	440	510	630	600	160	810
T103	810	520	600	800	600	180	340	650	990	410
T104	860	500	290	810	430	450	330	630	150	290
T105	880	470	560	540	410	800	800	800	270	940
T106	220	560	820	560	130	950	420	470	360	520
T107	240	270	740	610	110	370	480	830	250	790
T108	720	690	720	760	710	730	720	910	240	180
T109	610	820	990	860	360	530	280	740	300	340
T110	970	240	250	120	750	770	400	490	680	300
T111	660	820	840	280	140	310	490	510	130	270
T112	260	610	520	690	240	130	930	560	300	510
T113	430	640	420	890	660	180	100	820	120	520
T114	860	730	820	950	990	580	400	610	240	100
T115	400	330	130	450	270	730	870	810	330	310
T116	290	840	770	430	680	880	850	250	870	780
T117	730	870	300	520	520	100	620	150	440	580
T118	570	560	590	380	420	910	250	640	540	430
T119	750	960	110	200	710	430	340	630	350	690
T120	610	710	870	120	860	410	660	630	130	660
T121	900	680	210	800	230	370	730	880	940	570
T122	490	210	780	890	140	240	710	120	400	830
T123	790	140	280	180	540	350	750	530	230	520
T124	860	480	630	360	110	810	460	750	740	290
T125	670	630	840	360	840	660	550	950	630	100
T126	510	790	120	460	500	820	120	270	850	870
T127	450	550	100	510	770	450	620	900	780	600
T128	750	780	260	510	810	850	250	220	110	810
T129	110	210	500	580	960	310	920	910	780	190
T130	900	600	130	140	350	120	200	510	490	710
T131	560	700	310	490	440	410	280	270	730	280
T132	730	190	340	130	600	420	930	200	850	260
T133	120	890	610	670	980	170	400	100	760	570
T134	480	760	250	110	270	390	880	890	370	950
T135	230	870	790	560	780	620	630	940	440	830
T136	790	330	970	750	150	630	760	970	360	170
T137	190	960	920	930	470	410	670	790	320	930
T138	750	870	110	150	760	590	960	350	880	440
T139	650	890	670	190	810	220	630	850	260	150
T140	650	300	830	330	870	710	290	910	960	810
T141	710	720	180	430	900	810	340	220	230	940
T142	300	270	460	940	880	770	690	640	510	450
T143	570	710	450	720	250	110	760	250	490	150
T144	650	510	310	860	580	540	600	200	390	990
T145	560	520	320	490	210	440	470	550	430	850
T146	780	880	190	530	650	200	430	480	800	370
T147	550	920	360	870	580	810	880	440	280	140
T148	650	620	160	110	940	480	740	410	280	750
T149	400	800	780	240	260	430	310	240	350	660
T150	200	480	610	540	130	900	720	630	510	510
T151	470	450	900	780	150	320	650	520	790	740
T152	440	640	200	910	830	350	690	360	160	550
T153	520	480	780	210	650	540	770	810	990	510
T154	940	160	800	690	820	370	380	950	420	650
T155	620	970	580	700	800	580	770	680	940	780
T156	440	870	750	660	410	930	680	610	410	260
T157	710	560	100	660	660	530	630	540	160	820
T158	120	660	190	180	720	270	360	430	780	860
T159	530	230	430	790	890	930	560	620	340	370
T160	630	430	980	890	110	550	390	740	210	350
T161	710	700	960	580	190	970	180	300	870	220
T162	980	240	510	660	590	630	930	500	850	980
T163	980	160	670	810	590	620	740	480	750	920
T164	520	650	920	850	180	710	350	190	150	520
T165	400	780	130	940	830	420	680	690	750	220
T166	950	980	970	930	350	670	750	350	800	560
T167	530	340	480	150	420	520	810	590	100	780
T168	270	590	930	810	130	980	640	360	440	410
T169	970	540	450	760	540	420	840	290	150	750
T170	810	520	330	460	940	720	570	450	170	320
T171	120	240	700	670	420	280	740	870	680	710
T172	230	400	380	690	240	800	540	970	650	460
T173	220	850	120	500	790	590	770	220	130	840
T174	390	560	770	270	380	160	230	100	970	970
T175	980	980	250	860	390	950	780	750	710	180
T176	240	430	650	940	780	680	640	180	630	770
T177	500	270	560	580	610	720	870	870	600	490
T178	860	890	540	590	570	420	330	460	940	430
T179	120	300	680	380	210	770	190	780	990	140
T180	270	880	610	420	870	600	360	120	600	410
T181	680	670	970	740	310	110	650	920	940	820
T182	940	280	160	900	400	820	550	360	720	140
T183	770	210	710	990	350	530	510	770	980	280
T184	830	440	720	990	440	120	290	790	940	180
T185	810	380	430	310	660	640	420	850	340	180
T186	390	920	890	890	200	610	490	910	870	290
T187	450	550	950	730	700	800	800	940	250	210
T188	390	550	570	960	650	750	560	380	880	310
T189	590	400	930	190	200	930	250	170	400	220
T190	280	360	500	220	170	620	310	940	130	670
T191	240	700	850	600	160	660	910	560	180	820
T192	510	200	450	190	880	990	570	870	400	520
