	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T97	110	140	110	310	520	640	110	530	600	230
T98	650	730	980	830	500	700	170	160	200	540
T99	600	670	830	680	800	430	120	510	990	180
T100	950	340	320	560	660	450	340	290	620	300
T101	490	190	200	730	270	550	640	850	840	480
T102	230	330	310	140	390	630	930	870	390	730
T103	500	310	160	630	170	270	170	410	830	540
T104	470	950	150	400	380	570	190	320	200	160
T105	840	340	110	280	670	740	530	890	730	660
T106	390	340	500	330	680	440	400	380	750	930
T107	840	990	340	470	830	920	170	970	210	210
T108	340	210	180	920	400	290	790	840	700	130
T109	400	320	780	410	110	460	860	540	310	730
T110	480	390	370	510	850	740	150	180	130	550
T111	280	980	540	330	490	440	850	190	420	710
T112	980	440	180	940	670	230	250	260	550	510
T113	540	800	240	240	820	480	370	140	660	260
T114	980	760	710	230	570	490	480	420	110	130
T115	770	110	920	960	600	610	970	440	180	550
T116	730	530	990	620	980	880	940	900	580	390
T117	970	870	170	600	840	730	330	590	830	950
T118	500	580	620	490	440	310	860	230	200	800
T119	870	370	770	200	980	580	670	380	650	760
T120	940	840	830	640	370	850	190	990	140	490
T121	360	930	900	960	360	410	900	850	320	680
T122	690	420	450	230	530	120	520	800	740	730
T123	980	230	780	710	460	300	860	400	620	280
T124	520	180	450	740	110	480	710	850	230	410
T125	270	620	550	180	500	720	670	830	790	770
T126	310	960	360	480	110	730	200	970	550	730
T127	580	450	390	430	950	190	220	550	300	300
T128	840	750	220	260	650	860	630	540	650	980
T129	700	610	330	190	240	380	790	840	270	570
T130	600	390	660	590	890	780	870	980	710	780
T131	900	890	180	120	560	550	650	140	470	180
T132	700	570	500	770	110	420	830	950	120	610
T133	900	820	130	740	650	130	120	590	270	680
T134	910	750	240	820	540	500	200	390	150	370
T135	200	550	640	860	950	510	330	410	370	970
T136	600	520	890	580	450	190	460	430	140	200
T137	680	440	520	360	800	190	200	150	230	460
T138	120	320	100	480	440	140	870	760	430	830
T139	600	720	690	960	440	550	180	140	510	480
T140	520	170	390	980	540	330	460	380	180	190
T141	930	420	530	170	550	510	780	570	250	160
T142	340	830	300	640	470	430	360	580	590	520
T143	450	420	430	160	680	350	720	990	270	870
T144	290	490	980	840	750	130	530	570	950	360
T145	150	780	470	930	200	400	370	240	110	710
T146	980	650	390	320	650	170	300	710	560	760
T147	900	570	970	960	440	420	520	820	130	540
T148	270	270	660	780	560	640	330	380	270	390
T149	910	440	210	320	400	130	230	660	360	480
T150	340	650	450	350	250	840	250	340	590	760
T151	430	800	770	500	950	770	150	700	600	750
T152	680	420	170	460	360	410	980	980	840	850
T153	750	310	220	890	160	940	340	920	770	840
T154	730	110	240	880	650	380	290	240	450	270
T155	370	600	730	560	160	830	620	370	670	950
T156	200	810	200	670	940	870	700	290	290	970
T157	530	580	620	160	970	830	430	850	170	940
T158	800	360	660	320	470	140	840	370	460	560
T159	690	980	160	130	230	820	850	440	720	620
T160	850	140	190	700	270	810	860	640	510	940
T161	910	460	930	830	370	830	580	790	250	940
T162	760	400	360	140	460	580	760	800	680	160
T163	890	980	880	670	210	650	990	180	130	540
T164	810	460	400	290	210	250	840	610	580	530
T165	990	740	410	890	980	750	330	910	680	410
T166	350	830	580	310	680	100	600	700	490	650
T167	240	540	200	530	410	280	250	920	620	270
T168	970	760	580	140	240	560	350	860	320	300
T169	440	650	920	760	670	730	700	450	600	690
T170	350	190	400	290	240	350	180	490	500	910
T171	840	640	410	310	110	100	970	980	930	680
T172	220	460	230	330	990	770	300	790	830	580
T173	840	380	120	780	710	960	550	490	420	560
T174	130	110	420	620	610	660	990	540	470	190
T175	850	970	570	680	810	430	100	940	100	400
T176	150	230	350	980	220	590	300	660	310	620
T177	300	440	310	710	940	930	540	560	690	900
T178	630	520	150	530	870	910	360	460	260	220
T179	300	130	300	690	640	410	610	330	380	470
T180	800	770	680	770	290	100	660	740	240	580
T181	510	840	250	350	440	130	890	330	390	810
T182	340	120	260	150	430	900	260	640	640	300
T183	950	450	310	440	480	450	350	660	330	350
T184	590	650	970	170	880	260	270	120	900	510
T185	120	410	470	270	900	590	180	680	420	490
T186	890	680	980	500	570	800	180	870	530	290
T187	800	790	380	690	580	830	610	340	660	500
T188	620	230	880	220	260	540	380	700	100	210
T189	470	390	650	420	130	260	220	310	210	400
T190	890	210	530	640	940	220	660	220	760	640
T191	720	310	730	910	950	440	860	910	770	530
T192	870	570	880	600	210	990	960	230	890	760
T193	180	810	950	110	150	490	530	720	680	450
T194	410	820	710	910	140	140	110	140	230	990
T195	330	190	170	620	770	460	810	990	730	990
T196	460	430	250	450	280	340	800	710	160	750
T197	490	900	320	210	420	710	860	490	130	130
T198	260	270	180	970	550	430	240	130	490	580
T199	320	490	570	430	420	750	800	370	410	450
T200	630	610	430	950	130	500	490	120	310	410
T201	540	280	530	800	640	310	560	900	500	890
T202	210	190	970	990	680	530	480	470	620	420
T203	100	290	730	650	830	640	180	290	170	770
T204	160	510	500	550	200	270	220	430	380	470
T205	920	570	740	920	460	120	770	740	600	310
T206	210	330	350	310	780	350	490	910	410	320
T207	370	880	440	250	680	290	260	220	690	790
T208	470	150	270	790	660	800	200	770	820	520
T209	390	730	530	150	250	860	510	580	100	900
T210	360	290	240	130	740	260	830	890	800	800
T211	390	370	880	700	250	450	570	440	420	370
T212	430	270	730	130	440	390	300	890	200	960
T213	100	550	440	340	180	720	740	570	680	600
T214	320	870	760	750	590	390	640	560	960	130
T215	750	540	710	880	490	940	110	910	170	490
T216	520	310	400	130	230	800	580	190	590	330
T217	570	220	280	150	180	220	280	690	700	790
T218	320	470	220	360	380	330	650	130	400	560
T219	870	450	720	560	830	500	340	270	360	510
T220	350	420	920	820	760	390	770	610	870	350
T221	120	140	140	470	220	630	620	280	960	260
T222	550	590	750	760	910	170	270	900	250	290
T223	390	910	690	500	480	750	730	950	970	810
T224	230	830	610	640	970	850	920	110	210	750
T225	980	370	820	690	590	460	320	520	870	340
T226	590	820	840	780	490	200	790	700	860	520
T227	710	870	150	410	670	810	420	480	700	400
T228	290	170	200	140	610	210	320	290	950	380
T229	640	350	630	490	780	100	540	340	830	760
T230	170	380	890	690	810	650	400	820	370	150
T231	220	860	400	290	990	840	340	560	200	890
T232	180	950	710	640	950	630	970	120	160	530
T233	880	220	500	780	660	600	390	840	490	870
T234	530	850	460	620	650	590	390	110	450	900
T235	530	840	710	820	230	650	320	620	880	140
T236	710	200	130	360	170	700	940	480	730	970
T237	730	240	890	150	940	990	380	830	660	130
T238	720	180	820	780	290	770	830	380	310	890
T239	170	660	320	870	710	900	890	640	390	600
T240	420	760	810	240	830	700	720	340	210	560
T241	220	440	680	510	970	990	120	760	680	830
T242	940	840	750	200	320	690	260	760	540	830
T243	320	290	160	240	430	650	230	610	650	100
T244	980	100	590	510	780	580	920	960	710	300
T245	660	120	940	730	640	990	980	250	450	980
T246	340	860	310	810	290	720	380	970	490	280
T247	820	790	860	900	610	860	650	300	160	260
T248	620	830	240	930	600	470	180	380	730	680
T249	560	640	810	100	280	490	340	190	150	600
T250	120	340	210	780	350	630	220	750	190	440
T251	580	850	720	870	100	900	250	260	360	800
T252	350	740	870	190	340	630	480	520	700	190
T253	740	390	550	900	310	250	970	600	680	370
T254	190	410	750	240	570	280	680	580	370	150
T255	990	210	580	960	330	830	920	720	970	570
T256	230	350	580	220	100	570	240	850	230	320
