	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T136	760	510	150	810	550	350	680	950	780	410
T137	680	870	500	460	640	500	820	620	220	160
T138	750	590	450	860	140	960	380	300	930	950
T139	520	290	140	580	950	560	260	280	140	370
T140	860	280	430	940	590	870	310	390	580	210
T141	350	870	840	210	130	500	360	530	320	550
T142	350	470	800	430	340	620	570	810	630	470
T143	470	490	230	500	120	210	130	880	560	480
T144	510	970	850	290	990	310	300	680	530	710
T145	560	500	370	530	530	850	440	430	920	190
T146	760	200	810	370	140	720	430	300	390	300
T147	380	640	970	890	560	830	960	270	620	130
T148	490	650	440	230	700	650	740	810	700	690
T149	550	380	210	430	800	460	100	900	680	660
T150	850	940	950	710	860	770	340	350	240	300
T151	150	430	520	850	360	290	680	560	160	390
T152	890	270	730	170	780	660	560	970	370	600
T153	870	780	650	120	510	450	910	160	120	380
T154	830	440	670	960	230	740	540	750	780	770
T155	300	750	580	620	600	900	700	900	140	940
T156	710	980	880	360	270	580	330	290	120	730
T157	460	500	940	250	740	300	750	640	680	510
T158	350	210	100	300	450	350	800	570	810	320
T159	590	890	440	540	320	250	550	450	880	890
T160	870	970	480	400	540	780	370	150	350	340
T161	100	590	960	720	310	960	440	270	650	940
T162	610	340	120	340	790	640	640	170	910	460
T163	980	320	860	900	100	370	950	510	390	130
T164	990	130	310	170	500	360	890	770	570	120
T165	120	670	420	440	680	880	560	280	650	100
T166	390	910	790	800	390	510	400	250	360	650
T167	700	640	540	120	800	860	680	310	200	610
T168	970	650	830	630	710	430	340	510	210	500
T169	600	370	140	180	890	520	830	720	790	120
T170	950	580	700	390	540	270	570	990	790	160
T171	920	220	340	420	140	520	750	720	690	480
T172	760	170	820	400	470	240	870	900	930	400
T173	190	760	880	550	570	670	480	900	230	780
T174	600	120	920	360	660	120	550	130	940	520
T175	860	300	970	420	180	700	320	470	840	440
T176	650	990	790	930	650	470	240	210	770	230
T177	180	150	500	820	430	860	790	210	260	440
T178	600	860	390	320	870	520	180	110	140	430
T179	450	170	740	220	280	720	610	170	320	690
T180	810	270	490	580	620	600	190	290	120	660
T181	230	850	430	450	980	470	560	970	410	500
T182	860	110	220	630	300	760	470	430	510	410
T183	480	600	250	560	960	340	550	320	390	200
T184	350	410	810	730	800	970	230	180	450	310
T185	240	760	950	940	980	200	200	710	270	850
T186	750	330	560	480	150	620	470	410	680	620
T187	200	700	220	260	910	810	750	200	460	260
T188	370	550	910	410	800	710	120	190	780	560
T189	320	950	130	340	350	940	550	360	160	720
T190	480	620	410	770	230	990	590	110	590	770
T191	240	220	740	940	610	170	560	940	260	190
T192	270	410	140	450	400	160	680	120	260	730
T193	630	470	750	120	220	530	440	850	440	870
T194	970	790	180	990	580	890	690	600	650	860
T195	450	830	450	870	820	210	440	820	110	760
T196	270	310	150	550	780	580	960	380	550	970
T197	780	200	660	120	160	340	360	130	460	610
T198	920	740	810	960	690	290	640	630	580	220
T199	350	590	840	290	160	630	510	460	610	670
T200	470	570	160	590	120	740	280	660	470	560
T201	630	740	160	430	460	270	770	420	230	700
T202	760	810	690	270	710	190	600	910	630	500
T203	190	430	600	840	880	540	370	700	200	270
T204	530	710	440	850	790	590	280	110	700	330
T205	810	250	300	510	770	330	250	570	400	760
T206	400	850	720	800	640	760	570	380	180	200
T207	640	320	520	670	380	650	130	210	850	280
T208	150	510	890	480	910	620	790	920	150	160
T209	810	520	920	560	880	290	210	600	930	900
T210	620	460	330	860	150	530	330	810	520	290
T211	630	800	580	290	420	510	530	790	440	710
T212	640	710	120	500	620	220	600	820	890	650
T213	590	850	900	940	360	950	550	130	840	670
T214	750	540	830	640	370	910	310	950	340	490
T215	790	390	760	870	780	210	340	340	490	810
T216	540	740	150	910	190	480	660	830	320	980
T217	340	810	690	610	130	380	890	160	680	920
T218	390	690	440	750	580	300	570	640	970	320
T219	450	340	420	930	120	820	230	330	140	290
T220	920	520	560	990	840	530	290	230	130	860
T221	960	690	780	400	930	580	570	440	910	690
T222	220	820	880	710	530	910	220	670	790	620
T223	950	950	880	630	890	600	880	640	200	850
T224	870	160	300	730	640	970	130	670	510	340
T225	880	140	200	310	940	590	840	670	440	300
T226	170	100	290	290	880	700	880	200	300	820
T227	790	920	720	840	600	230	570	270	260	480
T228	320	220	390	170	100	910	420	740	780	910
T229	710	480	780	830	120	610	240	730	710	560
T230	150	720	940	590	780	470	100	750	470	150
T231	810	840	150	690	680	540	750	400	680	150
T232	570	460	990	600	210	540	150	210	990	620
T233	500	600	780	820	220	430	120	460	640	170
T234	190	550	240	690	520	230	150	710	280	670
T235	660	220	610	100	790	890	780	280	860	160
T236	710	880	590	780	120	440	110	470	120	840
T237	360	970	390	670	420	880	430	210	870	880
T238	570	410	730	130	880	610	240	610	110	620
T239	510	730	460	750	470	950	710	200	160	720
T240	340	630	240	740	370	930	790	230	370	980
T241	870	350	210	390	190	650	110	900	170	130
T242	530	660	320	530	730	360	200	680	760	120
T243	710	830	570	700	480	200	620	820	930	790
T244	680	840	230	880	240	350	570	380	380	500
T245	440	830	220	330	610	860	150	210	850	170
T246	300	950	390	490	300	470	570	190	260	120
T247	280	990	730	890	800	210	570	310	560	740
T248	870	810	680	180	770	720	870	340	730	290
T249	700	310	120	160	730	340	870	410	750	880
T250	630	910	220	830	470	140	560	690	300	310
T251	970	970	600	260	100	560	570	410	820	360
T252	190	390	750	930	730	130	300	230	740	690
T253	920	230	900	360	800	140	770	960	440	320
T254	350	290	490	910	230	370	130	230	490	440
T255	180	530	920	320	940	830	830	480	810	770
T256	590	230	470	780	450	630	890	320	760	100
T257	420	290	790	630	130	460	270	940	420	800
T258	530	510	140	330	330	970	240	920	560	230
T259	480	310	320	350	260	910	700	350	970	710
T260	480	240	320	650	720	970	900	240	540	450
T261	680	350	910	450	110	850	240	450	210	820
T262	730	370	790	640	650	290	550	100	940	420
T263	960	460	400	880	970	920	330	510	430	310
T264	840	720	970	790	330	750	730	720	980	490
T265	740	890	970	520	730	260	850	320	390	940
T266	580	770	400	770	390	630	610	280	640	590
T267	260	440	190	210	210	860	270	390	770	540
T268	210	820	620	480	890	490	970	540	360	850
T269	180	540	370	710	630	790	360	160	830	540
T270	120	200	140	230	150	190	570	860	800	250
T271	990	720	700	390	960	810	190	450	220	230
T272	770	530	940	710	760	420	210	640	230	560
T273	100	660	430	850	680	320	440	490	850	890
T274	140	380	840	870	880	440	290	170	820	500
T275	350	730	640	870	400	550	880	350	150	890
T276	350	120	370	950	740	510	760	480	840	730
T277	990	850	660	230	200	890	920	180	800	650
T278	290	710	840	580	270	430	540	950	440	400
T279	510	770	960	660	570	370	900	180	330	990
T280	680	790	870	620	240	800	360	850	800	660
T281	300	890	890	930	780	570	320	450	860	950
T282	940	180	610	170	800	560	570	300	740	650
T283	810	350	430	820	980	470	170	880	500	200
T284	330	250	140	420	220	360	950	350	690	980
T285	730	610	380	820	420	780	180	830	800	950
T286	750	170	210	620	240	500	720	730	870	700
T287	390	840	920	930	490	660	240	730	720	260
T288	940	860	990	710	550	470	920	120	270	670
T289	300	530	740	370	990	390	750	830	480	170
T290	820	180	400	460	290	980	460	850	240	870
T291	270	800	290	910	180	100	670	820	190	360
T292	150	680	100	480	700	530	720	240	650	520
T293	230	250	190	810	350	940	550	990	720	140
T294	510	440	680	330	390	810	770	870	310	180
T295	110	380	540	280	440	550	870	110	280	220
T296	950	570	370	120	920	510	550	270	370	500
T297	250	570	370	730	740	500	620	860	740	730
T298	230	800	370	330	130	830	650	390	570	770
T299	860	380	160	560	120	370	300	700	980	880
T300	560	260	410	100	980	180	220	320	780	220
T301	480	370	560	170	650	810	210	300	710	440
T302	770	680	810	460	370	650	500	570	640	990
T303	880	270	350	320	450	780	880	930	310	240
T304	830	690	910	780	780	490	970	700	830	180
T305	860	120	440	820	800	410	500	140	670	450
T306	960	140	550	120	500	730	910	850	220	590
T307	640	780	420	540	450	710	210	420	940	650
T308	540	590	140	880	320	480	680	200	990	270
T309	780	270	360	720	430	310	900	270	910	420
T310	900	540	320	950	330	780	980	590	290	220
T311	640	310	570	800	110	560	900	700	600	720
T312	820	690	320	580	400	310	340	580	690	680
T313	150	550	380	900	290	290	770	470	950	650
T314	460	350	250	430	540	290	610	830	370	280
T315	240	110	440	940	440	710	860	130	840	840
T316	940	270	250	920	760	450	540	970	830	260
T317	140	700	790	730	700	370	260	320	950	220
T318	390	750	180	980	960	250	610	140	190	860
T319	690	680	690	690	760	640	760	750	760	820
T320	490	570	180	930	700	860	370	810	470	640
T321	920	220	780	140	910	150	120	620	460	920
T322	270	830	310	120	750	650	480	930	480	190
T323	630	380	230	760	130	700	210	960	870	270
T324	270	900	800	160	200	930	720	300	260	600
T325	360	760	720	670	310	590	920	670	310	440
T326	930	630	600	610	130	610	900	190	310	290
T327	420	420	920	210	730	550	830	250	360	120
T328	770	470	410	700	990	300	520	230	820	500
T329	230	390	200	890	210	140	240	520	770	230
T330	590	320	890	680	830	420	420	800	380	840
T331	880	230	840	570	100	660	640	570	930	370
T332	220	680	830	970	740	900	720	210	390	230
T333	610	720	740	500	290	920	210	930	280	670
T334	280	300	160	150	640	740	680	870	170	380
T335	740	600	610	690	780	610	570	970	740	380
T336	700	130	940	220	420	480	750	200	110	220
T337	500	280	720	810	260	290	570	230	240	370
T338	620	160	710	390	220	810	900	710	100	110
T339	710	270	400	190	210	890	150	330	670	270
T340	530	220	970	490	110	120	580	480	810	970
T341	320	180	380	100	650	180	720	890	950	340
T342	720	550	540	770	840	680	700	710	940	240
T343	120	980	590	740	260	630	620	470	450	950
T344	960	260	110	450	720	580	380	270	890	440
T345	150	370	370	800	270	110	160	800	410	480
T346	630	140	630	140	630	750	900	980	580	930
T347	420	520	660	390	700	670	470	130	250	770
T348	550	950	960	140	700	360	700	410	980	460
T349	830	430	840	560	920	320	820	220	830	640
T350	300	940	870	890	580	360	350	850	400	300
T351	370	650	900	910	780	640	530	370	530	360
T352	960	790	350	430	150	930	890	540	440	110
T353	460	900	810	440	800	620	930	230	770	730
T354	480	520	690	840	270	730	520	960	450	290
T355	690	840	900	570	930	410	530	780	360	240
T356	940	660	410	760	330	340	630	110	290	930
T357	840	100	670	410	680	980	640	540	790	480
T358	890	160	180	550	250	260	160	990	420	340
T359	440	700	250	380	850	480	780	990	920	960
T360	380	420	170	130	220	660	170	100	790	140
T361	300	380	380	500	480	740	690	750	130	950
T362	980	250	740	760	140	890	710	970	250	520
T363	910	230	130	850	520	100	280	470	620	300
T364	520	410	480	420	480	700	800	270	290	280
T365	300	820	750	530	870	750	990	330	760	260
T366	310	920	260	310	530	870	190	890	820	110
T367	460	440	440	410	990	930	290	910	670	830
T368	930	860	980	440	410	270	460	270	390	990
T369	840	170	320	940	520	360	330	480	470	740
T370	420	430	510	750	240	320	710	850	930	950
T371	450	880	840	450	780	580	120	720	870	880
T372	630	110	370	310	290	390	860	590	800	120
T373	690	400	400	190	400	310	980	970	600	560
T374	400	250	820	530	960	610	360	960	610	560
T375	330	390	710	380	970	120	600	890	700	450
T376	850	980	870	230	370	490	120	140	290	930
T377	170	280	930	830	340	480	980	490	430	280
T378	340	890	830	450	340	460	980	700	260	410
T379	960	800	830	880	210	800	640	690	180	740
T380	290	850	980	320	620	420	590	780	370	380
T381	310	120	380	500	650	140	970	580	650	350
T382	470	950	710	830	700	770	820	430	900	400
T383	650	810	730	240	280	530	300	960	670	750
T384	650	150	640	970	780	390	820	900	230	260
