	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T78	240	760	870	520	820	830	630	620	840	130
T79	680	390	990	910	710	390	350	360	330	830
T80	950	160	630	300	430	780	630	230	990	370
T81	560	310	960	690	100	930	190	470	560	350
T82	460	890	960	640	730	750	160	870	850	150
T83	180	380	920	410	660	380	500	460	910	430
T84	780	200	790	370	700	290	900	110	500	800
T85	840	360	560	260	660	620	590	470	840	810
T86	700	810	940	700	750	480	930	770	230	840
T87	780	840	720	450	290	930	880	940	590	930
T88	340	220	550	160	730	200	680	280	780	400
T89	570	890	670	100	350	940	580	600	700	820
T90	510	670	420	800	800	590	350	590	530	380
T91	640	330	700	900	950	670	100	760	680	550
T92	920	810	850	920	450	350	540	980	900	250
T93	150	290	170	370	600	770	680	890	210	900
T94	410	600	770	500	510	680	850	350	370	690
T95	520	780	640	500	650	120	270	640	150	920
T96	400	910	500	720	600	250	790	670	900	630
T97	290	570	220	790	640	340	520	400	420	720
T98	470	170	170	810	340	330	350	400	550	300
T99	370	720	510	200	640	810	220	900	960	890
T100	430	940	490	330	820	530	270	670	690	570
T101	730	910	920	520	390	430	630	770	120	880
T102	500	120	690	970	650	850	220	760	920	880
T103	770	980	540	240	950	280	280	800	980	550
T104	730	780	740	880	940	610	230	380	540	740
T105	940	320	680	680	220	850	880	810	360	900
T106	540	260	780	570	490	710	720	630	890	630
T107	150	180	500	260	680	230	780	590	940	250
T108	330	250	680	350	320	410	400	260	700	890
T109	930	870	620	240	440	920	610	380	470	680
T110	410	340	340	110	420	530	920	650	910	170
T111	400	590	490	660	680	590	960	790	960	310
T112	790	540	600	220	870	930	280	830	690	320
T113	580	980	340	920	700	260	440	210	670	560
T114	210	990	170	120	970	450	510	420	610	940
T115	930	280	140	950	770	660	370	500	610	150
T116	190	970	660	310	680	150	120	150	420	140
T117	480	230	640	250	770	230	490	990	600	350
T118	850	600	430	550	310	770	440	650	160	720
T119	960	660	270	270	310	180	200	780	440	850
T120	840	970	540	980	300	440	470	490	350	100
T121	950	220	850	570	200	950	720	630	160	810
T122	300	140	450	710	810	340	540	970	130	650
T123	180	220	690	320	440	640	360	590	210	740
T124	990	670	620	840	880	460	740	930	780	860
T125	920	100	560	750	610	240	230	250	110	200
T126	580	760	850	190	540	980	720	190	290	100
T127	550	110	310	180	320	450	840	370	740	230
T128	530	380	880	340	180	480	860	810	740	860
T129	240	290	630	910	940	180	170	250	870	530
T130	240	560	610	330	100	310	190	890	600	490
T131	530	780	290	950	540	290	410	100	680	140
T132	760	840	830	420	150	250	170	480	120	280
T133	410	300	600	310	380	650	940	370	860	780
T134	550	520	160	310	520	260	620	650	990	480
T135	620	710	550	490	130	270	170	170	720	140
T136	890	400	210	310	290	760	620	170	420	650
T137	990	930	410	820	450	590	480	110	390	250
T138	380	630	560	960	920	880	300	900	620	530
T139	520	710	720	870	460	770	440	810	220	720
T140	300	850	210	810	890	730	220	110	530	670
T141	290	770	940	310	880	900	170	560	980	780
T142	710	480	330	840	480	630	980	280	600	500
T143	800	120	890	300	910	320	170	240	980	820
T144	540	440	180	360	560	740	520	960	220	800
T145	780	350	400	860	840	130	190	730	940	750
T146	920	430	370	720	110	120	450	570	550	760
T147	820	160	990	380	970	110	890	750	700	370
T148	710	760	290	500	600	960	290	460	430	230
T149	660	880	650	580	450	300	280	280	760	180
T150	940	300	840	650	440	890	390	120	340	850
T151	810	590	220	300	670	790	770	450	980	830
T152	970	810	390	310	990	720	700	690	740	760
T153	490	380	840	440	750	650	810	460	930	920
T154	740	120	360	800	890	410	780	470	210	270
T155	350	280	530	300	220	980	870	760	640	130
T156	390	300	770	410	310	430	640	290	780	390
T157	760	990	850	510	310	450	610	590	270	170
T158	950	320	140	870	730	620	300	410	990	150
T159	250	570	470	870	870	550	770	170	610	400
T160	390	940	650	580	240	890	570	250	950	570
T161	540	910	780	790	600	930	590	270	260	410
T162	440	890	470	590	980	610	470	790	900	120
T163	420	830	160	590	700	540	230	230	940	850
T164	500	670	390	910	640	310	250	600	870	770
T165	310	390	430	320	610	810	880	260	350	910
T166	390	220	850	300	590	910	410	770	790	850
T167	510	720	420	620	340	800	470	120	820	200
T168	360	400	660	410	300	220	460	430	740	150
T169	220	220	140	660	800	330	700	360	850	430
T170	550	710	390	570	250	550	400	310	120	790
T171	940	890	540	140	180	690	220	780	780	450
T172	890	920	850	410	800	410	610	420	130	560
T173	220	760	990	670	630	590	150	110	560	350
T174	530	590	570	180	200	980	470	360	550	410
T175	900	550	880	350	450	810	540	900	920	760
T176	650	990	130	130	420	120	780	780	630	960
T177	670	170	500	950	820	670	240	920	630	480
T178	590	330	180	680	620	740	270	110	660	700
T179	670	240	900	790	290	480	240	870	880	690
T180	510	760	640	140	320	530	740	670	760	150
T181	580	990	910	450	650	120	630	460	550	530
T182	110	140	220	880	940	500	230	850	340	170
T183	740	640	580	650	390	470	300	940	900	450
T184	800	180	450	810	190	550	760	250	250	940
T185	530	630	600	370	970	100	850	690	310	350
T186	200	110	410	850	370	960	460	850	430	630
T187	570	790	140	170	260	960	610	820	520	430
T188	890	550	440	130	820	160	950	650	440	290
T189	520	500	320	120	780	870	350	390	670	570
T190	130	780	580	110	710	580	830	100	110	150
T191	170	740	360	360	610	320	340	540	760	350
T192	130	280	690	660	610	850	760	600	850	280
T193	730	160	190	790	660	780	760	120	320	440
T194	230	500	340	810	780	680	200	340	990	880
T195	830	360	940	410	180	840	630	780	860	420
T196	770	760	270	930	700	150	730	880	640	420
T197	650	360	430	740	100	160	770	300	530	240
T198	690	450	580	310	240	860	570	440	470	830
T199	570	700	660	850	740	510	840	690	930	160
T200	920	560	630	290	960	540	650	880	720	480
T201	720	950	830	430	440	680	500	830	860	360
T202	360	120	130	780	780	900	390	900	380	130
T203	670	330	670	610	950	830	870	230	880	290
T204	140	530	280	430	670	920	570	500	390	430
T205	270	200	840	200	660	470	650	410	220	680
T206	930	570	470	810	410	400	230	390	190	800
T207	900	180	510	900	390	650	910	940	260	840
T208	250	920	880	980	750	150	410	540	750	650
T209	790	550	660	540	390	340	280	510	960	830
T210	480	140	180	280	840	500	720	150	810	240
T211	470	700	990	630	840	360	630	150	680	160
T212	920	710	400	710	170	390	700	440	830	510
T213	360	590	830	210	640	920	470	490	420	350
T214	280	690	690	980	910	840	290	790	950	200
T215	740	160	510	650	680	220	820	640	590	260
T216	910	410	930	550	110	810	950	430	370	250
T217	620	660	950	440	980	330	290	550	240	630
T218	730	590	740	730	160	770	420	120	820	600
T219	640	570	390	250	650	690	490	180	220	110
T220	350	830	830	640	460	410	840	230	310	850
T221	470	370	840	910	740	740	360	240	290	350
T222	800	910	910	600	300	890	450	400	280	240
T223	260	230	990	180	930	140	940	880	750	870
T224	580	770	580	360	150	160	120	920	840	950
T225	630	730	180	500	510	150	130	140	750	540
T226	540	500	260	100	560	310	900	120	740	530
T227	520	450	950	960	770	990	540	130	560	720
T228	860	720	690	310	330	860	800	390	670	180
T229	180	480	730	940	170	340	590	770	750	710
T230	430	200	230	570	430	670	640	750	300	540
T231	980	990	430	820	620	670	150	920	190	450
T232	130	650	190	550	540	820	210	160	210	520
T233	780	110	650	630	430	130	590	620	910	680
T234	960	260	580	310	820	340	760	930	840	370
T235	930	510	810	490	730	510	500	900	790	640
T236	250	310	510	950	290	440	430	700	490	100
T237	820	410	540	380	270	920	360	680	950	860
T238	510	820	840	900	220	590	830	620	500	930
T239	450	110	990	650	100	780	380	220	270	500
T240	570	340	280	110	150	870	570	500	400	470
T241	740	980	940	380	770	470	400	380	330	620
T242	930	910	940	760	110	940	450	610	180	940
T243	610	200	680	370	600	690	530	780	300	550
T244	490	360	320	630	200	810	130	690	170	810
T245	430	660	210	550	520	710	240	630	600	280
T246	110	570	960	170	960	990	650	230	810	510
T247	410	280	910	670	210	110	220	430	270	690
T248	500	950	280	890	160	320	220	270	120	770
T249	990	380	690	260	540	410	720	810	440	220
T250	130	860	880	450	480	380	400	850	310	850
T251	820	510	440	630	450	800	660	980	180	800
T252	490	890	970	670	960	730	510	960	300	850
T253	130	220	490	770	660	750	990	690	980	790
T254	630	570	600	320	250	480	800	840	790	540
T255	330	970	270	800	260	110	510	780	970	660
T256	160	130	380	570	230	730	630	850	310	160
