	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T102	980	100	790	600	310	460	960	210	290	420
T103	390	770	810	150	400	300	510	230	510	120
T104	430	930	740	370	170	920	860	740	270	780
T105	120	110	630	630	500	110	290	880	850	970
T106	770	210	690	340	610	360	660	300	930	840
T107	510	460	120	720	310	260	760	730	380	610
T108	560	300	720	870	360	330	520	170	140	370
T109	710	720	240	390	870	740	180	960	990	580
T110	840	310	140	280	400	170	340	720	780	940
T111	400	580	850	500	110	610	330	290	780	240
T112	320	210	910	730	140	140	540	260	640	610
T113	520	720	490	650	770	880	500	850	700	550
T114	310	670	770	850	270	280	160	310	840	880
T115	760	110	120	800	430	380	410	390	910	500
T116	990	190	660	740	790	470	530	590	340	110
T117	340	950	550	840	880	450	160	540	600	220
T118	590	230	870	760	370	140	200	230	850	640
T119	860	620	450	830	490	420	200	670	240	530
T120	580	240	210	800	970	650	430	130	860	640
T121	600	800	350	970	510	550	190	650	900	850
T122	310	430	980	710	340	710	770	650	700	370
T123	670	180	230	930	370	340	750	790	430	620
T124	670	220	570	530	830	900	410	100	200	160
T125	280	850	790	410	770	190	270	250	820	200
T126	650	990	520	320	250	510	560	180	620	650
T127	470	960	130	290	620	200	320	620	590	330
T128	600	130	460	250	590	730	480	120	690	940
T129	470	200	800	600	740	400	920	840	550	220
T130	850	890	400	280	230	110	320	570	390	710
T131	840	480	440	610	960	110	910	860	580	320
T132	610	260	420	420	260	970	550	600	990	680
T133	140	280	530	310	510	580	810	190	950	330
T134	880	810	460	330	170	930	680	710	390	670
T135	570	150	600	890	490	600	510	590	210	390
T136	520	530	330	400	530	850	360	790	410	560
T137	810	430	530	790	510	610	770	390	730	640
T138	660	810	890	160	430	220	880	580	240	980
T139	170	540	200	450	510	610	780	820	900	480
T140	350	750	120	140	570	570	960	460	800	490
T141	480	280	150	760	920	990	740	400	610	690
T142	870	750	950	540	210	880	220	450	620	820
T143	180	570	720	500	530	450	780	760	220	930
T144	810	500	470	880	420	660	110	500	450	550
T145	480	570	240	580	260	430	250	710	760	760
T146	630	150	220	740	320	300	360	690	860	980
T147	630	300	670	640	270	670	110	770	950	220
T148	990	180	490	220	330	160	880	900	990	150
T149	740	250	480	700	660	520	270	260	150	130
T150	140	840	370	960	820	470	720	270	830	680
T151	600	570	520	290	690	100	200	450	230	600
T152	720	630	920	100	920	920	780	390	970	700
T153	230	130	200	860	900	610	550	730	920	420
T154	620	290	160	730	640	690	320	410	930	370
T155	970	740	630	690	950	860	600	400	790	340
T156	220	780	180	250	520	810	970	250	870	920
T157	240	350	480	810	430	310	930	830	830	360
T158	690	650	420	390	980	450	910	140	970	430
T159	860	470	770	740	500	270	790	410	290	500
T160	870	540	930	680	410	440	390	400	820	300
T161	170	690	250	880	250	440	370	710	240	690
T162	310	930	160	980	510	140	950	930	980	910
T163	520	850	480	810	870	110	160	820	860	380
T164	290	100	760	480	710	140	220	330	820	570
T165	550	590	480	520	450	250	950	850	900	490
T166	660	350	990	790	620	500	220	770	330	740
T167	330	320	560	610	840	800	450	850	220	740
T168	700	720	750	260	390	940	740	690	690	550
T169	140	870	680	330	620	520	420	220	580	810
T170	280	570	980	450	710	640	700	360	390	680
T171	760	590	360	380	600	220	600	270	850	980
T172	750	140	640	110	970	260	760	430	640	720
T173	840	630	370	990	500	420	770	300	330	360
T174	240	340	960	960	230	280	610	190	790	560
T175	620	940	310	710	980	250	780	890	530	150
T176	590	920	310	660	520	530	820	990	140	480
T177	490	660	590	280	710	310	770	190	690	490
T178	600	280	450	630	540	770	540	460	760	380
T179	320	390	990	270	440	430	370	990	990	830
T180	850	110	510	300	800	130	760	660	760	870
T181	870	130	340	370	710	430	180	900	670	880
T182	980	600	380	360	280	360	880	740	610	200
T183	410	810	850	550	560	190	240	380	490	680
T184	950	800	170	300	860	270	660	430	790	500
T185	680	770	460	680	750	670	810	630	350	770
T186	600	640	900	340	240	310	820	920	980	180
T187	590	390	710	830	240	370	850	790	340	190
T188	680	800	780	150	810	680	970	980	100	850
T189	530	970	510	310	820	550	480	270	620	620
T190	710	520	230	880	440	920	860	390	730	280
T191	670	390	210	460	950	280	570	910	750	270
T192	750	920	170	300	920	330	800	430	780	600
T193	200	970	970	110	210	180	700	870	360	910
T194	880	960	920	620	820	660	520	160	900	240
T195	170	620	960	230	250	810	140	570	180	250
T196	700	350	540	810	460	560	410	120	710	410
T197	140	720	530	280	290	390	920	930	320	670
T198	310	430	300	420	400	100	960	480	330	400
T199	280	650	210	680	180	980	860	460	410	130
T200	990	540	910	630	140	400	630	990	710	390
T201	350	380	430	410	580	620	780	710	520	920
T202	700	270	550	820	510	790	760	200	140	450
T203	410	290	870	870	760	510	560	850	180	320
T204	490	240	300	870	700	620	900	890	880	240
T205	410	930	840	830	610	730	170	820	770	940
T206	980	650	470	960	180	450	540	720	200	640
T207	800	450	540	660	640	750	330	760	160	780
T208	150	290	100	450	730	110	760	880	510	540
T209	820	450	640	590	630	210	720	750	270	910
T210	400	500	130	380	350	990	580	320	460	110
T211	230	820	950	870	210	950	270	620	350	380
T212	500	240	200	220	330	460	910	300	160	470
T213	120	610	170	700	270	700	510	850	790	940
T214	440	300	750	880	430	690	160	170	660	130
T215	480	280	610	880	810	540	970	970	820	960
T216	920	870	900	290	140	730	340	860	240	260
T217	930	470	610	590	260	170	370	770	580	670
T218	500	870	560	170	400	120	970	450	900	490
T219	190	390	300	410	420	950	870	280	770	760
T220	500	160	170	770	510	590	950	310	180	740
T221	640	330	400	910	260	280	920	390	460	900
T222	110	530	690	880	650	510	970	720	380	180
T223	160	100	800	600	370	190	510	140	560	940
T224	730	850	960	600	880	620	690	280	240	550
T225	790	960	800	540	140	140	960	350	870	530
T226	210	140	590	700	600	130	190	300	970	790
T227	670	500	580	340	360	330	640	130	300	940
T228	600	600	840	840	390	110	170	140	700	220
T229	950	470	610	780	450	920	880	160	210	710
T230	430	420	720	470	260	690	420	990	680	250
T231	840	350	200	100	750	720	990	330	660	640
T232	220	290	660	960	850	320	240	100	590	120
T233	280	590	420	430	950	810	750	960	820	750
T234	780	580	640	380	170	730	190	110	700	950
T235	680	640	570	740	590	470	830	180	700	520
T236	450	630	370	620	260	540	980	400	670	660
T237	640	280	960	360	240	710	260	190	660	580
T238	710	580	520	640	910	890	500	240	240	230
T239	910	500	220	250	900	500	160	970	780	570
T240	710	320	370	230	380	240	490	600	950	770
T241	170	150	950	330	330	620	710	610	760	350
T242	890	330	420	810	400	960	850	440	870	630
T243	200	110	640	210	850	960	160	360	490	740
T244	850	260	880	740	260	810	790	990	280	220
T245	640	920	370	480	150	430	550	950	340	250
T246	380	890	610	510	410	800	120	950	600	670
T247	490	110	960	160	180	610	710	370	380	960
T248	550	720	240	620	740	650	680	780	490	290
T249	310	900	620	640	580	630	240	620	610	740
T250	550	780	410	540	980	170	660	140	390	580
T251	880	770	390	360	720	130	930	880	890	900
T252	640	390	640	100	590	310	400	550	270	480
T253	210	370	860	460	380	740	130	980	160	470
T254	860	380	120	490	540	330	430	450	670	370
T255	410	420	520	730	550	840	890	620	520	110
T256	490	660	720	680	660	850	860	320	650	110
T257	660	480	400	490	120	970	280	480	350	230
T258	670	570	740	360	320	300	800	580	730	720
T259	210	570	980	780	600	510	980	780	580	850
T260	800	700	260	980	570	710	450	550	370	230
T261	910	160	860	760	890	500	210	890	350	280
T262	610	140	540	910	590	180	400	820	320	440
T263	170	350	630	810	470	240	770	180	960	640
T264	410	680	400	950	100	180	200	300	860	880
T265	180	650	530	640	820	490	810	670	940	150
T266	570	500	390	130	550	590	290	710	660	970
T267	200	610	220	420	390	790	890	910	900	170
T268	570	110	790	460	410	540	730	150	710	150
T269	610	750	130	560	820	200	450	960	670	760
T270	240	570	490	800	340	750	990	300	400	700
T271	330	600	890	490	270	340	800	370	750	620
T272	360	520	330	230	980	290	510	820	520	310
T273	270	650	490	590	190	770	900	960	690	640
T274	350	350	990	720	650	490	520	150	220	870
T275	990	970	490	390	500	110	950	100	990	590
T276	560	500	700	790	110	370	290	220	290	930
T277	870	100	890	140	420	930	250	370	170	180
T278	610	360	910	120	540	120	680	860	470	270
T279	710	410	690	360	110	500	670	360	630	240
T280	500	320	930	680	520	540	770	920	280	320
T281	550	420	920	890	770	350	820	130	680	450
T282	180	630	910	310	750	690	800	910	730	980
T283	580	870	690	110	310	110	870	820	410	330
T284	700	600	580	510	740	300	630	370	500	550
T285	520	790	790	280	530	870	460	880	960	890
T286	740	770	200	560	870	160	970	270	500	750
T287	840	650	860	610	470	140	450	990	150	180
T288	670	390	110	470	920	630	790	640	960	260
T289	170	240	830	590	470	260	580	120	580	280
T290	940	390	950	600	740	130	410	190	880	560
T291	470	170	710	500	710	230	960	770	720	190
T292	910	660	640	710	610	730	500	900	920	160
T293	670	880	820	650	680	790	930	930	280	160
T294	270	470	680	470	620	660	720	320	170	460
T295	260	720	460	520	970	920	730	500	850	480
T296	750	480	270	470	330	550	230	350	690	610
T297	500	220	250	960	420	400	870	110	640	430
T298	230	470	810	360	780	830	840	770	610	100
T299	380	440	620	620	560	760	390	850	870	310
T300	650	380	120	670	150	510	450	840	850	370
T301	120	370	840	260	560	820	870	970	220	320
T302	210	400	920	820	410	200	640	570	350	720
T303	990	110	740	220	360	240	900	100	440	280
T304	610	410	600	900	380	840	760	490	760	220
T305	300	740	820	180	940	220	800	730	170	480
T306	220	190	740	130	290	790	340	830	240	140
T307	560	340	330	570	650	880	810	770	480	940
T308	280	140	420	670	790	590	920	850	390	280
T309	520	740	300	870	600	780	710	110	120	250
T310	110	680	220	860	330	600	200	380	450	980
T311	320	200	300	400	860	100	930	850	440	130
T312	670	600	240	800	890	180	800	570	500	570
T313	290	370	260	910	850	870	970	350	340	330
T314	400	170	250	480	270	190	760	290	850	250
T315	160	290	260	680	520	120	970	500	430	380
T316	700	670	850	560	850	180	130	960	680	760
T317	770	660	840	210	980	900	920	320	790	130
T318	730	740	670	350	820	530	820	150	970	520
T319	760	100	870	950	580	850	440	960	410	840
T320	410	480	470	910	440	360	240	290	850	510
