	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T63	980	130	570	860	460	940	380	360	460	520
T64	740	940	860	270	240	570	620	730	600	200
T65	690	720	580	990	760	340	530	360	290	560
T66	170	190	900	880	570	860	630	270	640	250
T67	860	700	120	430	570	480	980	560	500	980
T68	800	830	320	990	420	600	280	280	810	290
T69	480	350	810	540	830	210	770	520	500	380
T70	200	360	520	850	150	450	340	900	620	150
T71	150	170	160	210	120	150	620	860	380	520
T72	260	430	220	320	700	130	700	990	700	110
T73	380	230	790	530	140	120	850	790	500	670
T74	310	640	750	760	350	370	680	210	110	910
T75	790	910	490	860	370	790	950	670	270	150
T76	790	460	440	940	570	370	240	190	360	350
T77	530	730	300	770	170	690	430	190	400	670
T78	840	820	370	420	420	950	260	870	630	600
T79	100	800	640	750	830	640	410	280	280	640
T80	610	900	670	940	970	190	690	330	240	480
T81	920	320	930	380	270	390	310	330	840	890
T82	350	650	150	700	720	390	800	380	220	370
T83	790	950	870	780	580	720	540	710	150	910
T84	110	610	440	780	690	170	460	160	490	250
T85	480	260	110	580	220	450	900	260	830	700
T86	140	200	550	910	980	840	370	540	430	390
T87	730	340	130	840	400	580	560	900	710	310
T88	940	860	320	680	570	300	500	450	510	340
T89	650	360	350	670	670	200	710	140	960	390
T90	860	230	750	720	900	930	110	300	510	790
T91	430	260	850	680	850	280	910	650	960	980
T92	440	120	700	930	870	210	530	500	420	790
T93	160	990	860	890	810	860	950	530	910	790
T94	480	350	880	160	880	600	940	510	450	320
T95	940	710	130	700	700	690	780	270	430	180
T96	130	290	260	260	980	940	200	710	650	440
T97	260	700	900	840	860	100	850	340	940	660
T98	550	120	810	460	190	570	820	980	630	110
T99	900	490	570	800	160	760	860	920	930	560
T100	290	100	850	640	540	190	830	310	810	860
T101	350	180	540	700	610	320	790	200	380	280
T102	470	330	430	290	320	380	360	750	610	660
T103	410	410	280	900	930	500	600	550	270	640
T104	720	490	320	160	730	650	140	260	450	430
T105	360	240	160	630	920	390	350	360	920	320
T106	730	630	520	600	130	490	470	390	660	330
T107	380	910	810	710	130	180	980	620	700	600
T108	610	810	680	440	190	110	660	100	390	370
T109	190	890	380	480	290	670	120	150	110	220
T110	900	430	660	550	860	890	140	880	180	430
T111	430	210	170	470	770	260	240	910	760	220
T112	250	710	330	120	380	510	840	340	690	550
T113	250	710	410	140	340	410	220	150	110	350
T114	330	850	140	860	970	370	300	600	720	420
T115	830	630	960	600	950	520	520	360	170	910
T116	750	270	840	450	540	690	580	600	200	260
T117	580	300	350	200	590	410	980	240	440	820
T118	540	770	260	630	420	690	350	420	210	660
T119	570	500	800	940	980	370	580	320	860	600
T120	410	190	530	820	200	320	290	370	390	270
T121	550	720	400	230	250	380	220	890	300	840
T122	190	310	650	570	920	320	900	450	600	630
T123	720	470	950	960	460	320	180	480	540	840
T124	810	310	410	280	620	200	160	520	170	880
T125	390	750	620	430	450	250	650	400	590	450
T126	280	150	130	170	410	830	290	740	710	890
T127	440	950	660	380	520	760	710	500	100	720
T128	180	380	630	450	350	320	460	610	820	890
T129	880	890	430	870	980	390	880	630	930	670
T130	750	330	480	620	340	160	200	720	930	360
T131	670	140	860	260	560	850	130	120	690	890
T132	310	510	480	430	590	970	910	220	200	370
T133	850	840	620	830	930	190	310	820	550	250
T134	420	860	190	720	330	110	660	330	560	350
T135	900	290	270	700	710	920	750	700	620	310
T136	450	750	510	630	920	620	990	780	490	700
T137	260	220	260	160	230	220	890	670	450	670
T138	890	150	730	710	440	820	960	560	200	270
T139	160	890	860	330	140	640	410	170	690	640
T140	690	670	980	490	760	650	280	860	140	280
T141	940	330	980	710	910	830	220	940	370	530
T142	180	540	730	290	880	470	150	870	440	170
T143	240	180	620	310	950	680	200	600	390	860
T144	500	950	940	820	340	990	270	560	580	820
T145	230	800	940	340	560	530	380	570	480	200
T146	310	240	860	900	970	200	690	700	930	140
T147	450	890	480	710	420	470	720	250	840	790
T148	460	690	280	580	490	230	170	490	850	290
T149	340	550	240	480	890	930	630	780	680	150
T150	700	410	310	410	140	730	710	560	260	650
T151	260	140	930	580	430	460	840	410	610	770
T152	900	550	860	330	380	730	150	550	350	160
T153	650	990	380	250	530	280	120	690	160	660
T154	550	200	240	880	530	820	530	600	400	770
T155	330	340	300	770	720	300	360	430	350	810
T156	400	250	320	920	800	340	180	780	720	690
T157	860	760	640	200	390	940	580	750	170	430
T158	310	370	310	600	990	630	800	970	270	290
T159	360	650	480	400	860	960	170	190	930	560
T160	850	330	250	790	640	390	970	780	430	640
T161	840	740	820	900	870	660	660	560	930	910
T162	110	580	140	680	250	270	450	870	640	340
T163	110	490	890	630	520	320	830	190	310	450
T164	390	610	860	440	350	460	920	360	600	460
T165	150	190	960	420	800	990	690	870	100	130
T166	150	930	880	390	150	550	230	390	340	510
T167	900	300	630	900	660	650	740	480	880	880
T168	480	660	660	650	290	450	440	960	720	360
T169	400	980	520	920	710	980	280	690	110	210
T170	890	320	280	870	130	590	480	970	120	620
T171	210	220	320	170	770	590	710	410	840	290
T172	720	480	500	720	750	660	860	610	350	940
T173	490	770	210	500	400	360	700	770	880	670
T174	910	620	470	910	380	260	730	350	950	680
T175	550	890	420	260	810	800	420	520	150	880
T176	870	190	390	110	520	320	910	270	600	540
T177	670	570	560	170	540	990	620	220	320	950
T178	860	900	280	390	890	190	840	530	800	900
T179	830	800	620	660	240	170	890	300	150	580
T180	950	620	600	900	670	260	840	130	910	690
T181	160	110	790	500	370	180	270	210	260	780
T182	590	360	770	460	220	350	470	280	790	270
T183	140	100	680	360	180	700	750	980	820	840
T184	100	860	510	220	580	720	460	590	280	920
T185	180	800	420	670	200	540	430	530	680	640
T186	750	490	960	880	620	230	270	640	810	490
T187	310	760	490	230	300	940	610	730	370	500
T188	600	660	970	990	300	370	760	880	840	680
T189	400	460	370	940	790	310	960	200	250	640
T190	570	520	770	120	480	930	410	200	920	630
T191	750	650	560	190	410	970	490	420	290	360
T192	320	320	510	720	100	940	160	850	940	520
T193	120	820	960	720	350	490	470	690	170	370
T194	210	500	160	590	590	290	490	890	500	670
T195	850	720	700	600	140	600	490	730	770	290
T196	770	210	190	500	200	560	460	720	880	620
T197	780	590	600	690	110	680	110	710	310	520
T198	580	610	930	590	530	910	960	740	800	120
T199	120	860	460	590	300	920	180	170	900	630
T200	310	650	980	700	140	760	990	400	530	770
T201	280	500	930	680	260	780	750	730	830	180
T202	140	430	420	290	710	290	520	710	880	800
T203	640	400	940	410	490	830	870	380	740	370
T204	280	340	550	530	320	310	910	410	720	740
T205	580	460	230	730	900	740	440	930	600	490
T206	370	380	150	840	520	510	700	130	430	970
T207	260	480	590	370	540	750	920	360	890	850
T208	320	600	560	970	600	550	380	310	860	100
T209	500	450	210	900	640	710	650	910	250	440
T210	180	440	960	730	680	780	990	160	610	180
T211	740	930	890	690	560	230	350	260	250	670
T212	330	320	740	510	360	710	530	160	320	730
T213	930	860	570	300	520	890	510	800	520	620
T214	240	780	640	940	860	860	560	240	980	250
T215	210	550	750	290	460	330	200	110	690	870
T216	680	690	750	780	280	210	520	360	620	250
T217	550	650	470	620	350	190	360	350	150	150
T218	100	100	200	930	810	140	130	280	320	840
T219	820	700	470	990	440	990	250	250	530	690
T220	630	290	720	300	800	120	600	920	740	350
T221	990	420	500	850	790	820	840	780	170	910
T222	550	920	110	340	510	660	480	190	660	340
T223	870	260	520	460	790	200	190	900	130	520
T224	430	800	840	510	380	300	300	190	150	450
T225	450	670	220	350	100	890	600	150	780	420
T226	970	480	590	570	740	790	960	300	890	270
T227	190	460	460	420	220	680	140	990	320	830
T228	270	990	250	800	180	650	470	480	570	400
T229	770	850	280	500	840	110	660	820	900	810
T230	150	600	810	500	450	760	900	880	230	780
T231	830	200	350	760	670	200	570	330	570	230
T232	150	720	120	960	360	720	940	920	830	850
T233	490	420	370	230	940	270	800	760	270	570
T234	710	800	160	850	320	560	630	810	470	350
T235	780	220	980	220	740	920	240	310	880	950
T236	630	190	960	510	180	880	420	530	370	390
T237	590	610	610	100	810	320	180	920	360	810
T238	100	890	100	510	360	700	610	250	930	370
T239	180	830	410	340	680	110	860	660	160	510
T240	780	640	860	780	170	630	690	750	500	520
T241	820	360	350	680	720	550	290	230	870	450
T242	390	640	920	520	360	440	360	860	540	240
T243	840	130	930	270	790	740	510	380	470	310
T244	470	300	320	450	930	300	130	390	470	300
T245	910	850	420	120	280	450	230	450	670	990
T246	890	610	290	350	650	370	190	940	250	490
T247	380	530	590	840	300	320	830	870	750	390
T248	800	860	950	950	440	700	690	640	900	320
T249	880	910	120	330	240	200	120	500	470	300
T250	150	640	310	690	160	810	220	510	530	530
T251	750	700	260	910	300	230	250	790	840	280
T252	550	330	270	480	840	470	100	770	220	290
T253	890	250	700	810	390	460	770	670	560	660
T254	830	110	190	180	320	230	450	660	380	470
T255	220	370	660	840	960	210	980	440	680	280
T256	720	540	300	280	180	310	750	960	180	870
T257	910	330	300	240	720	180	860	910	890	980
T258	880	480	840	180	200	190	360	710	820	140
T259	770	740	960	250	660	560	780	230	350	330
T260	870	880	180	320	690	470	700	820	150	320
T261	860	560	370	400	440	860	900	400	280	100
T262	420	410	380	220	460	380	360	260	360	800
T263	690	130	340	930	760	660	680	260	370	370
T264	240	420	440	220	950	630	990	960	780	980
T265	510	320	170	610	530	780	460	260	940	770
T266	320	890	350	480	390	410	700	880	260	800
T267	560	910	300	800	680	450	650	790	170	430
T268	320	660	850	760	680	570	930	420	340	940
T269	790	940	240	530	360	550	100	240	210	150
T270	850	110	370	680	380	840	190	850	290	610
T271	280	570	450	920	390	700	670	940	920	770
T272	420	780	240	460	340	930	830	470	790	900
T273	690	950	510	500	770	680	610	400	830	250
T274	700	240	190	760	610	210	720	680	490	730
T275	230	100	380	420	410	260	960	120	460	790
T276	960	530	610	870	860	820	380	780	950	140
T277	560	830	920	250	460	770	990	610	220	900
T278	410	510	630	190	670	480	960	780	640	520
T279	280	460	400	900	400	680	190	970	590	500
T280	970	690	170	270	140	360	440	450	120	390
T281	900	180	670	550	480	590	420	780	970	280
T282	860	380	160	740	510	200	220	780	110	790
T283	520	840	760	830	710	570	810	910	430	510
T284	340	950	730	550	340	770	150	550	280	860
T285	440	600	960	510	230	600	180	440	200	260
T286	430	110	320	200	880	740	890	510	230	590
T287	690	790	450	280	230	500	290	450	710	100
T288	190	860	440	880	660	370	480	550	660	840
T289	320	750	910	640	970	200	150	650	720	440
T290	370	980	360	100	270	330	290	270	720	530
T291	870	700	300	360	610	970	150	530	560	690
T292	830	510	500	300	200	770	770	300	180	580
T293	700	470	950	790	750	460	440	170	690	350
T294	960	580	670	930	570	490	310	250	260	660
T295	480	370	580	370	970	800	790	790	550	550
T296	530	230	410	280	110	610	900	100	230	830
T297	960	420	460	400	740	880	880	320	910	710
T298	520	420	510	400	570	640	110	850	220	190
T299	890	940	680	530	940	550	260	760	100	900
T300	750	760	330	310	130	220	790	520	500	850
T301	910	540	830	190	550	690	540	450	130	240
T302	110	420	970	200	810	320	600	360	540	770
T303	910	380	130	560	230	110	350	330	220	420
T304	420	860	630	650	350	290	320	390	390	520
T305	140	580	880	850	330	630	400	160	600	680
T306	410	390	180	970	610	830	300	460	370	140
T307	990	680	630	940	270	330	670	540	120	270
T308	490	150	620	930	510	830	600	140	560	410
T309	590	220	490	430	610	130	770	440	890	580
T310	600	760	630	480	940	600	520	160	470	850
T311	620	890	880	620	460	100	880	870	840	390
T312	350	460	490	500	490	310	290	880	380	450
T313	480	420	110	580	450	830	940	770	150	870
T314	830	100	540	550	450	430	190	400	840	390
T315	400	410	940	260	540	990	760	200	960	970
T316	930	790	390	790	890	540	680	310	970	990
T317	350	910	270	500	660	780	800	160	240	470
T318	430	730	650	640	240	890	350	730	850	150
T319	770	770	750	740	150	590	170	190	130	720
T320	390	500	150	860	830	850	700	950	620	120
T321	260	950	470	750	880	260	540	780	260	520
T322	420	710	940	180	430	770	180	220	400	960
T323	560	110	730	180	750	990	140	570	930	140
T324	430	760	180	830	490	170	460	980	760	660
T325	630	470	260	620	490	530	420	840	300	440
T326	900	100	630	500	960	470	590	120	160	760
T327	150	310	910	200	580	140	100	780	370	450
T328	590	140	270	870	490	910	480	670	260	560
T329	470	150	900	600	890	420	860	680	860	870
T330	480	730	550	120	780	510	280	670	260	560
T331	770	590	600	960	710	330	780	930	610	790
T332	210	360	960	370	750	800	390	330	780	120
T333	330	460	460	450	120	410	620	470	970	140
T334	560	900	600	210	540	360	810	510	540	790
T335	130	950	710	730	140	160	370	540	700	810
T336	830	930	670	440	780	820	120	820	650	460
T337	370	670	250	790	420	620	860	140	700	700
T338	280	800	690	530	860	600	250	200	360	540
T339	800	200	830	120	600	410	690	910	460	880
T340	110	910	860	630	400	330	720	930	630	780
T341	480	330	940	650	320	160	530	910	500	460
T342	840	140	640	950	320	820	290	140	990	220
T343	670	180	550	290	700	830	450	490	920	120
T344	730	460	640	710	590	960	950	360	100	920
T345	300	690	880	740	330	440	940	860	170	280
T346	200	900	700	640	200	280	890	770	140	450
T347	470	350	820	570	550	220	190	960	150	640
T348	680	740	700	780	230	340	960	990	890	700
T349	130	450	940	300	800	420	250	660	600	120
T350	910	250	270	130	150	410	700	340	670	860
T351	960	560	140	450	250	780	230	860	530	380
T352	710	860	580	650	660	520	140	880	400	780
T353	970	350	330	540	780	830	900	500	440	700
T354	590	610	480	230	910	560	450	660	510	240
T355	910	990	690	450	270	500	500	940	660	210
T356	350	120	650	570	500	430	830	710	900	460
T357	880	260	600	970	420	760	280	460	790	970
T358	430	480	730	890	300	980	720	680	210	330
T359	930	160	790	670	390	250	670	290	670	690
T360	410	420	100	730	310	540	190	790	920	510
T361	410	670	270	400	300	490	650	870	240	380
T362	160	440	890	880	110	750	230	560	710	150
T363	570	600	150	630	940	720	690	630	660	560
T364	100	770	130	580	650	710	140	250	120	400
T365	330	280	830	510	790	460	560	520	510	790
T366	940	340	750	910	170	510	880	620	720	660
T367	140	100	210	240	260	120	240	110	920	840
T368	600	260	660	230	390	560	520	510	720	930
T369	750	990	910	990	480	220	600	100	260	680
T370	290	700	800	920	310	550	930	630	120	520
T371	660	860	350	930	130	950	970	220	140	820
T372	540	160	180	520	980	850	340	620	100	340
T373	430	910	680	160	850	280	660	390	730	440
T374	230	550	580	630	580	750	280	330	430	740
T375	110	680	410	240	440	610	400	790	680	810
T376	980	880	150	160	110	830	710	300	150	210
T377	390	490	300	850	460	290	190	850	930	740
T378	650	110	650	650	820	550	240	210	940	930
T379	930	740	520	110	160	940	410	360	370	220
T380	580	500	750	900	870	350	610	450	950	140
T381	580	660	260	410	700	310	700	190	750	840
T382	250	890	330	220	450	850	550	700	960	310
T383	730	860	320	660	330	940	770	760	440	900
T384	730	390	100	420	550	640	540	560	800	490
