	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T86	300	700	200	640	950	510	300	750	260	870
T87	430	500	280	660	900	250	910	670	180	860
T88	290	730	780	960	590	610	400	680	790	830
T89	190	700	270	210	300	840	810	730	760	270
T90	730	920	930	100	530	400	410	270	610	400
T91	470	820	260	820	840	910	510	530	860	980
T92	910	600	430	720	760	350	270	760	600	680
T93	160	480	350	460	520	580	200	240	240	440
T94	720	270	890	230	360	820	820	460	890	750
T95	160	460	130	490	400	100	610	990	170	560
T96	620	460	180	980	530	630	970	880	900	880
T97	860	560	200	280	990	910	900	590	460	530
T98	460	200	530	570	340	760	110	350	980	620
T99	320	190	930	300	550	150	200	850	620	800
T100	300	970	460	860	920	740	770	600	730	100
T101	250	520	410	350	270	700	300	340	480	290
T102	940	350	550	740	560	970	670	130	850	390
T103	200	420	700	480	270	750	690	640	270	660
T104	820	780	370	750	590	730	210	220	920	360
T105	260	300	640	520	540	360	850	390	120	880
T106	230	490	530	860	100	170	660	340	630	100
T107	940	330	330	890	190	450	930	380	150	640
T108	100	790	770	150	910	780	300	830	670	630
T109	850	180	150	710	560	490	390	380	930	800
T110	380	990	570	290	410	610	610	180	630	230
T111	680	650	570	670	940	520	870	100	450	510
T112	160	120	700	200	860	330	360	580	160	610
T113	190	230	420	740	360	900	940	880	900	210
T114	900	740	460	600	960	920	940	270	950	710
T115	380	890	750	920	440	660	730	220	820	550
T116	510	150	200	980	150	100	130	980	210	870
T117	790	310	850	790	660	740	220	400	270	320
T118	580	450	810	120	440	640	850	690	650	630
T119	470	420	660	550	500	820	690	540	870	230
T120	600	190	290	770	750	610	770	600	830	510
T121	930	930	400	420	130	740	410	340	510	670
T122	930	880	380	980	390	880	350	540	820	650
T123	200	280	220	870	790	430	300	100	870	500
T124	860	410	100	250	730	920	760	230	600	190
T125	920	730	690	380	200	840	930	990	770	410
T126	130	340	390	680	190	590	590	960	480	780
T127	960	440	590	880	190	330	370	130	940	440
T128	370	740	500	690	580	590	470	400	180	520
T129	500	520	250	160	940	340	150	430	210	640
T130	330	280	300	790	620	820	300	670	890	190
T131	430	260	180	310	710	380	930	450	810	200
T132	190	560	270	400	930	500	950	460	640	410
T133	370	410	610	100	990	810	640	170	170	800
T134	140	220	680	650	930	820	520	580	830	160
T135	830	950	300	270	430	280	830	900	340	420
T136	920	490	550	230	970	590	950	750	310	510
T137	580	990	550	980	390	690	250	270	160	670
T138	220	530	770	360	100	420	650	260	560	350
T139	280	240	210	980	310	260	520	870	400	980
T140	160	490	100	610	890	860	220	830	220	800
T141	980	130	450	370	260	480	870	130	310	650
T142	800	940	420	500	570	580	460	210	970	510
T143	740	110	340	920	710	400	560	510	650	480
T144	440	170	880	120	530	450	760	420	810	300
T145	710	810	400	270	990	830	820	490	640	730
T146	510	470	600	880	740	560	820	570	890	130
T147	880	540	670	290	890	660	710	950	580	860
T148	350	490	440	950	530	920	210	910	910	990
T149	890	930	260	820	110	410	710	690	710	430
T150	730	180	300	740	150	140	650	250	500	130
T151	430	630	530	780	530	110	420	190	720	200
T152	920	260	450	300	870	990	800	400	780	440
T153	220	980	270	550	230	840	550	640	110	750
T154	580	350	930	870	800	120	660	160	790	510
T155	630	490	960	430	200	940	560	710	130	520
T156	860	130	160	730	890	640	440	640	680	900
T157	940	110	840	190	470	190	820	380	550	380
T158	150	780	880	390	700	630	480	620	160	750
T159	270	930	200	140	480	320	600	120	950	380
T160	620	170	160	910	440	910	300	930	150	610
T161	780	550	410	290	120	450	520	250	700	680
T162	470	340	640	410	240	110	450	800	600	860
T163	870	480	210	800	840	570	960	230	430	630
T164	770	940	690	480	860	350	210	840	590	750
T165	790	350	530	690	560	130	570	880	210	930
T166	220	480	530	260	690	680	570	660	250	250
T167	930	160	890	570	540	760	790	570	610	320
T168	340	420	470	450	470	490	970	350	870	700
T169	840	300	350	350	760	690	750	160	690	550
T170	920	870	270	150	150	980	760	870	260	780
T171	470	760	280	610	620	180	280	740	240	350
T172	590	760	480	990	450	460	420	120	600	210
T173	850	490	520	990	210	710	800	320	570	440
T174	760	900	190	990	290	310	470	860	990	550
T175	140	310	110	860	430	110	880	990	390	720
T176	960	920	760	520	690	380	220	900	100	860
T177	940	460	530	370	430	610	280	100	360	120
T178	410	240	830	430	770	610	780	900	290	440
T179	760	520	410	530	450	620	880	630	510	200
T180	710	640	610	490	990	930	680	120	550	920
T181	830	350	380	280	290	650	980	760	590	920
T182	620	940	320	640	780	490	390	490	280	540
T183	620	690	170	400	480	990	780	120	250	460
T184	710	970	870	880	410	960	600	270	720	940
T185	290	530	140	740	610	790	270	970	660	870
T186	100	220	510	370	890	210	250	730	250	290
T187	440	960	570	470	750	710	880	860	440	680
T188	140	130	960	940	490	750	960	180	300	460
T189	760	560	630	430	450	350	180	260	860	700
T190	690	760	820	390	150	280	770	930	640	960
T191	490	740	330	710	220	760	980	370	300	340
T192	610	830	670	620	480	560	920	930	950	130
T193	240	250	710	310	830	360	120	760	260	490
T194	410	540	800	940	360	720	570	610	930	850
T195	560	430	970	880	130	640	830	940	990	220
T196	250	190	570	440	630	260	340	730	380	380
T197	730	570	890	360	540	880	930	130	770	890
T198	170	240	900	790	190	140	690	860	800	920
T199	420	280	240	800	880	220	200	810	280	780
T200	590	950	330	180	640	230	700	330	480	200
T201	970	630	960	660	570	440	910	610	720	570
T202	300	890	280	990	100	160	790	560	730	330
T203	970	280	360	460	600	990	660	810	590	970
T204	960	140	240	480	230	890	200	960	240	620
T205	730	210	150	660	910	520	630	650	510	630
T206	420	830	680	930	120	840	860	990	490	840
T207	740	210	930	180	460	850	720	230	690	740
T208	140	470	100	800	960	990	990	380	900	250
T209	550	620	210	310	960	670	580	500	600	420
T210	450	450	790	160	870	810	860	420	560	460
T211	720	420	170	820	850	430	470	830	230	610
T212	540	250	970	580	500	610	510	340	700	420
T213	440	310	770	350	390	500	260	380	150	840
T214	740	460	990	460	230	900	730	610	280	690
T215	160	940	620	530	520	990	350	100	200	800
T216	220	350	970	440	840	920	340	840	500	590
T217	630	520	430	650	990	970	950	830	600	210
T218	910	990	270	660	270	890	910	250	140	880
T219	530	370	450	790	840	680	630	430	280	310
T220	270	890	890	270	630	410	110	310	950	610
T221	930	390	700	750	660	670	260	270	760	140
T222	750	210	290	190	350	310	630	890	160	110
T223	130	740	840	940	840	360	310	170	220	880
T224	450	600	650	590	860	600	980	760	750	700
T225	930	200	680	560	230	770	190	520	190	600
T226	310	480	660	580	570	680	530	270	730	920
T227	780	700	540	910	880	860	310	640	310	190
T228	250	240	660	510	450	770	940	280	200	830
T229	580	380	100	320	760	750	210	490	930	780
T230	550	670	630	560	860	320	700	140	260	520
T231	820	100	510	320	170	220	970	750	160	890
T232	930	320	920	840	620	180	360	450	370	360
T233	620	260	760	970	780	490	840	290	620	860
T234	930	720	540	190	380	870	560	240	260	830
T235	360	830	490	990	830	750	450	480	710	990
T236	320	720	990	310	950	830	620	390	620	230
T237	910	270	930	940	710	710	410	600	620	820
T238	830	960	840	680	270	530	960	720	110	410
T239	840	460	260	450	340	110	170	840	530	150
T240	110	340	990	820	170	130	520	990	730	790
T241	950	800	910	940	430	610	320	140	970	280
T242	490	820	920	670	310	940	100	190	540	910
T243	720	170	930	840	730	450	660	480	900	260
T244	750	690	170	780	520	310	590	110	370	770
T245	210	420	160	360	970	320	480	800	940	720
T246	320	760	300	680	580	590	560	730	890	870
T247	930	240	800	280	840	150	940	310	830	610
T248	370	490	100	300	530	240	650	630	420	980
T249	290	420	290	100	380	380	970	150	400	280
T250	720	890	820	550	220	950	680	130	410	100
T251	240	150	470	710	200	100	660	830	960	150
T252	180	480	710	790	570	140	460	930	810	280
T253	510	570	900	690	680	240	770	710	860	180
T254	470	130	650	370	990	180	510	420	970	690
T255	270	860	850	460	200	330	610	530	690	140
T256	360	360	590	210	160	960	200	720	210	700
T257	160	250	900	400	510	690	300	330	800	530
T258	420	600	390	580	680	630	720	630	120	330
T259	210	760	460	600	240	140	100	120	110	860
T260	150	510	400	400	510	980	350	110	340	840
T261	340	400	280	850	880	500	450	500	420	220
T262	360	430	680	350	530	840	960	850	360	530
T263	170	570	100	370	610	180	630	680	920	720
T264	200	560	540	360	710	530	870	220	170	520
T265	930	590	460	680	380	650	100	630	440	460
T266	110	640	280	770	260	590	800	120	850	520
T267	270	230	800	430	990	170	770	940	190	320
T268	150	960	230	890	200	770	170	560	420	960
T269	820	390	400	240	320	530	400	690	650	180
T270	110	640	670	700	750	560	860	390	660	840
T271	980	360	210	320	210	570	470	980	840	400
T272	650	880	880	530	490	310	170	250	920	200
T273	160	150	470	400	540	860	220	380	540	800
T274	270	680	750	890	410	940	170	600	670	200
T275	460	810	190	170	470	120	390	910	420	370
T276	590	330	780	320	500	540	500	510	920	100
T277	270	120	930	720	680	710	810	890	650	910
T278	250	150	260	440	420	310	190	450	200	950
T279	590	600	820	320	620	960	530	240	630	830
T280	750	950	340	560	340	960	590	750	370	540
T281	600	560	740	180	260	950	490	940	820	120
T282	680	500	970	680	770	190	970	470	670	630
T283	650	280	120	620	570	370	200	330	640	960
T284	840	590	150	360	380	760	950	660	110	970
T285	460	110	380	480	620	800	110	630	520	150
T286	300	930	670	560	280	610	570	980	280	180
T287	820	740	700	210	120	540	160	230	830	180
T288	820	910	820	840	190	270	930	570	740	850
T289	360	990	670	380	390	790	180	350	730	860
T290	770	970	100	200	840	340	520	220	570	950
T291	540	410	850	890	820	680	690	580	250	170
T292	950	550	760	310	400	200	300	360	600	800
T293	750	130	130	150	800	990	680	280	680	700
T294	980	820	420	450	220	880	610	380	490	910
T295	400	660	230	770	770	620	780	950	880	880
T296	110	450	140	380	450	790	460	180	780	730
T297	290	260	510	910	710	840	140	270	930	120
T298	430	480	980	660	550	850	730	930	910	260
T299	660	570	580	130	700	120	740	610	170	710
T300	700	210	570	620	900	570	610	260	140	910
T301	430	960	550	460	850	280	520	340	820	980
T302	190	680	250	740	560	590	450	720	240	350
T303	320	890	200	530	760	200	990	990	330	540
T304	170	230	970	920	700	370	850	290	490	830
T305	280	150	460	880	280	230	660	130	200	280
T306	100	240	740	830	470	790	950	400	290	720
T307	210	430	650	980	970	640	550	520	340	730
T308	790	500	770	350	100	730	260	810	400	600
T309	490	220	530	460	540	580	310	830	870	370
T310	510	550	820	640	600	660	480	770	660	980
T311	400	840	480	610	980	240	250	290	440	990
T312	990	840	570	650	440	610	750	470	950	860
T313	140	140	120	810	500	770	660	600	180	790
T314	190	660	860	690	180	630	720	340	220	850
T315	520	140	580	780	110	470	680	110	210	480
T316	650	160	690	470	110	720	480	130	630	580
T317	620	630	230	960	540	890	370	200	750	610
T318	400	830	510	110	430	870	600	690	800	950
T319	360	270	810	370	360	660	420	910	610	720
T320	500	620	920	660	680	160	460	400	730	520
