	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T79	670	570	350	430	570	800	840	830	220	720
T80	220	190	830	890	340	490	700	520	380	790
T81	860	710	200	760	170	240	280	410	750	290
T82	670	930	440	470	740	840	460	570	120	350
T83	750	810	710	640	380	970	520	150	700	790
T84	980	990	660	630	470	580	580	440	550	460
T85	880	300	950	400	130	410	950	860	440	860
T86	250	700	550	450	230	380	460	710	270	280
T87	150	620	950	300	780	800	270	770	170	170
T88	880	240	730	280	710	510	280	960	890	500
T89	910	160	100	910	460	580	460	600	120	960
T90	930	150	150	970	200	170	930	440	120	830
T91	440	520	410	920	660	380	400	770	810	150
T92	350	760	730	890	290	300	360	750	200	780
T93	550	880	820	890	740	400	560	350	770	850
T94	850	850	270	130	880	260	100	190	320	380
T95	820	950	100	740	350	920	510	130	530	640
T96	850	680	160	750	760	120	470	790	520	580
T97	300	410	970	970	520	250	470	750	190	940
T98	690	810	670	660	520	360	540	910	200	420
T99	990	810	720	740	650	370	840	270	320	960
T100	720	120	880	310	490	100	590	730	890	740
T101	160	670	840	680	640	760	770	450	110	720
T102	320	470	510	940	770	870	920	160	460	290
T103	820	580	540	200	320	470	110	150	750	640
T104	380	580	900	130	880	120	610	480	410	490
T105	590	670	120	690	910	370	940	820	100	560
T106	260	950	220	880	490	580	870	500	240	520
T107	620	540	600	220	960	150	890	440	420	550
T108	420	770	260	150	470	310	780	190	430	740
T109	710	350	190	430	280	260	760	630	190	240
T110	240	330	160	290	660	780	150	580	900	130
T111	150	740	730	660	300	180	320	920	150	930
T112	650	540	860	470	730	650	230	160	480	770
T113	420	430	890	120	540	810	710	250	880	820
T114	270	480	960	390	770	970	240	510	700	860
T115	480	330	850	490	560	550	980	410	180	480
T116	100	190	440	680	420	270	940	830	600	900
T117	250	820	730	560	330	200	410	650	610	220
T118	150	120	530	350	450	850	850	400	260	390
T119	160	710	910	950	260	490	600	550	130	460
T120	110	240	370	930	720	310	130	240	230	410
T121	600	550	940	940	810	450	100	870	880	150
T122	210	200	530	720	460	200	220	260	760	980
T123	180	700	280	470	930	320	700	270	550	580
T124	890	440	370	270	890	590	210	210	700	700
T125	420	510	510	560	530	440	510	180	700	640
T126	300	880	300	710	170	460	250	640	600	790
T127	370	300	800	160	270	430	420	910	390	600
T128	640	820	170	850	830	620	740	500	770	360
T129	960	950	530	880	630	250	100	280	540	810
T130	750	850	600	730	790	420	290	800	650	810
T131	660	830	390	390	600	660	800	680	210	550
T132	740	850	800	200	830	870	430	430	560	720
T133	350	210	730	240	830	570	160	630	420	740
T134	240	990	130	560	190	970	760	240	560	850
T135	710	510	860	120	540	320	490	180	780	600
T136	780	900	900	770	940	930	660	260	770	760
T137	820	460	530	850	930	810	310	410	890	180
T138	530	800	630	700	470	440	690	330	730	700
T139	880	740	900	770	750	130	290	800	600	330
T140	410	310	460	610	160	240	600	820	530	150
T141	640	840	690	280	480	570	470	990	420	590
T142	850	830	260	290	610	980	100	940	610	550
T143	510	690	310	710	180	680	720	320	820	150
T144	590	380	130	400	860	480	800	560	870	680
T145	700	930	770	850	580	560	320	260	830	950
T146	570	560	890	770	900	880	380	170	190	150
T147	760	620	680	310	620	470	560	140	630	150
T148	250	210	670	500	140	570	190	860	400	190
T149	570	710	350	460	960	480	920	650	310	560
T150	940	130	610	420	530	300	130	590	700	510
T151	760	470	470	550	110	640	240	720	580	430
T152	690	170	100	790	220	860	980	320	660	590
T153	240	500	170	320	510	650	820	170	440	810
T154	810	840	370	260	530	450	320	210	710	900
T155	550	700	310	700	270	290	710	940	300	320
T156	710	950	170	290	200	170	840	700	400	350
T157	570	490	730	480	160	960	110	770	490	420
T158	430	110	270	940	940	200	970	910	480	620
T159	600	100	770	490	510	720	950	760	480	260
T160	260	140	170	460	530	550	230	480	860	190
T161	650	130	790	370	170	600	520	780	520	170
T162	810	410	940	350	220	420	700	210	810	680
T163	250	530	950	390	200	720	840	330	620	910
T164	840	640	570	390	710	560	990	480	790	970
T165	570	570	650	290	810	280	400	530	390	100
T166	640	100	210	630	520	550	320	760	250	600
T167	390	540	210	630	730	320	950	400	420	600
T168	940	280	320	680	310	450	350	530	310	110
T169	390	860	220	890	100	780	810	210	710	690
T170	530	840	720	540	960	520	570	700	400	870
T171	240	790	360	670	150	650	940	600	780	680
T172	320	360	170	200	910	650	610	760	670	270
T173	490	570	280	160	600	330	670	900	600	810
T174	550	440	780	360	150	180	890	260	280	800
T175	420	590	470	110	720	900	890	990	890	690
T176	490	310	840	470	740	250	300	430	760	210
T177	380	490	240	760	520	560	820	420	320	920
T178	260	410	470	860	770	230	330	720	120	270
T179	860	210	150	520	360	690	930	140	930	210
T180	720	120	460	800	620	820	220	280	360	360
T181	600	100	440	720	840	180	910	730	460	670
T182	160	220	910	130	550	180	870	990	230	520
T183	700	110	790	510	410	460	460	720	700	290
T184	660	760	960	890	700	850	740	150	230	500
T185	980	480	160	110	360	810	660	350	580	780
T186	120	380	140	450	660	170	700	450	150	480
T187	860	420	140	130	240	370	240	110	830	340
T188	390	480	220	720	100	980	870	330	260	700
T189	160	600	260	310	790	900	270	770	550	730
T190	700	190	710	270	790	950	610	810	730	910
T191	830	720	770	590	530	190	560	810	900	770
T192	550	730	900	450	810	880	560	540	730	990
T193	660	630	300	860	980	840	900	970	990	890
T194	850	350	640	900	610	230	410	580	230	370
T195	920	850	530	580	640	490	200	480	230	920
T196	410	680	300	200	340	740	870	540	230	470
T197	620	450	740	600	240	480	100	530	290	840
T198	130	980	830	350	400	440	320	340	220	460
T199	360	990	280	540	920	210	600	110	460	420
T200	710	910	520	610	600	490	370	770	290	190
T201	790	760	750	120	590	910	490	580	780	180
T202	590	820	670	510	510	390	400	140	650	100
T203	290	690	840	610	930	240	800	700	920	190
T204	250	980	680	960	670	560	530	700	640	300
T205	910	200	430	800	410	340	660	530	920	400
T206	430	260	280	120	800	610	940	160	620	540
T207	340	720	210	260	110	630	480	260	680	800
T208	750	280	910	100	590	720	340	390	570	320
T209	770	740	730	780	560	660	190	710	390	800
T210	720	140	760	610	810	680	580	950	330	790
T211	510	200	960	260	890	850	790	460	700	950
T212	520	810	510	350	680	440	500	660	350	200
T213	390	530	720	710	860	170	740	880	530	530
T214	590	600	290	380	780	400	790	910	740	350
T215	480	780	350	220	850	530	650	380	240	660
T216	960	840	470	470	610	260	360	450	280	210
T217	690	690	530	610	970	520	730	150	250	480
T218	290	180	740	590	580	540	450	920	810	660
T219	790	850	780	260	820	400	760	920	400	910
T220	520	300	610	350	590	990	520	610	480	490
T221	150	990	570	940	260	890	720	930	340	380
T222	350	130	460	280	940	960	780	930	850	120
T223	640	370	950	900	480	730	390	630	370	160
T224	640	410	690	340	310	290	470	750	540	280
T225	880	750	500	150	950	250	680	340	660	310
T226	630	120	420	260	820	470	290	210	260	820
T227	930	530	920	840	460	970	420	960	110	220
T228	750	680	400	670	610	830	730	770	790	920
T229	260	210	770	480	680	620	440	400	480	780
T230	430	760	990	430	580	470	900	190	120	470
T231	590	170	920	250	290	230	400	150	700	390
T232	940	800	460	160	680	400	400	460	410	980
T233	940	210	940	600	100	840	690	990	370	310
T234	860	710	240	950	100	780	750	980	780	590
T235	700	690	200	440	210	290	560	970	590	650
T236	800	400	490	150	510	640	740	920	970	900
T237	340	220	960	970	780	970	120	140	320	870
T238	910	390	780	140	390	440	600	630	950	530
T239	660	260	760	770	440	770	120	470	760	570
T240	570	590	840	580	290	620	170	530	660	440
T241	840	710	660	610	190	820	330	800	290	980
T242	560	370	390	340	110	860	760	590	420	520
T243	220	920	760	480	600	100	780	990	130	800
T244	530	260	560	550	630	920	220	270	590	760
T245	270	860	340	760	110	560	260	250	630	140
T246	450	170	230	460	630	290	990	290	420	350
T247	970	380	800	150	600	660	970	800	610	780
T248	130	290	220	530	610	840	460	500	720	200
T249	760	280	230	290	110	350	280	520	760	890
T250	900	700	960	130	600	260	790	590	170	690
T251	670	310	340	570	810	960	720	930	410	490
T252	140	140	640	850	200	370	610	850	120	770
T253	720	700	220	860	640	650	690	290	260	420
T254	320	490	480	910	370	250	950	290	140	840
T255	760	340	100	530	420	470	420	190	220	200
T256	620	760	870	110	870	550	590	100	240	440
T257	670	960	350	120	690	580	430	230	720	430
T258	290	150	490	670	400	820	180	630	700	360
T259	240	370	700	480	280	650	770	660	580	400
T260	370	640	820	390	320	510	920	250	420	140
T261	670	430	600	840	430	770	250	960	110	550
T262	120	730	710	160	630	890	720	850	380	870
T263	140	620	900	230	950	140	500	750	510	430
T264	640	360	650	770	610	670	470	610	270	530
T265	490	500	460	140	100	460	740	200	330	840
T266	470	550	500	360	450	870	670	630	100	550
T267	740	190	600	570	280	160	960	760	470	670
T268	560	990	480	930	660	260	410	640	260	840
T269	700	250	290	670	730	450	300	990	960	620
T270	560	990	100	420	680	940	600	960	390	720
T271	270	600	440	280	130	270	890	750	750	800
T272	450	500	480	850	870	860	750	200	610	970
T273	860	480	730	570	790	360	140	430	570	950
T274	510	220	660	870	110	420	220	520	140	930
T275	760	170	430	250	230	300	580	820	860	180
T276	190	650	820	140	310	300	880	150	310	710
T277	490	310	730	290	410	830	840	800	330	370
T278	510	810	180	440	700	270	280	330	870	370
T279	400	740	570	990	800	260	120	390	620	850
T280	830	250	680	640	660	230	410	200	160	980
T281	220	470	520	110	490	970	570	720	290	120
T282	720	180	100	930	860	300	910	560	780	270
T283	870	680	290	200	470	420	850	930	420	960
T284	740	360	970	950	160	310	500	760	420	300
T285	260	630	230	390	810	450	350	210	910	880
T286	750	300	250	350	810	980	580	130	180	140
T287	390	870	660	900	770	720	680	780	100	610
T288	490	230	760	660	410	450	160	330	640	810
T289	840	340	290	510	660	670	370	150	910	840
T290	140	870	970	370	720	640	200	780	110	950
T291	900	640	360	650	920	280	660	100	360	630
T292	650	930	380	120	200	210	790	570	640	530
T293	340	200	430	460	850	770	570	390	110	270
T294	120	750	230	970	450	960	470	420	590	840
T295	930	860	140	350	830	720	260	720	140	780
T296	790	180	620	360	590	220	290	880	800	100
T297	710	890	600	300	900	300	390	170	880	520
T298	920	570	820	110	750	700	350	640	890	530
T299	640	510	810	720	970	380	980	740	480	130
T300	900	240	680	320	620	380	400	510	820	400
T301	410	350	170	130	230	510	500	410	330	340
T302	300	120	830	460	770	930	110	810	470	150
T303	370	840	260	300	480	650	490	470	330	850
T304	170	480	840	960	140	520	360	110	540	520
T305	170	780	960	610	910	500	540	420	940	380
T306	530	650	270	650	280	450	420	520	440	830
T307	840	800	920	390	900	230	450	270	990	800
T308	180	870	530	230	960	200	290	630	890	890
T309	530	310	670	160	770	680	210	620	770	510
T310	650	990	260	210	980	290	350	270	220	380
T311	710	170	980	790	330	740	420	750	750	520
T312	750	660	440	460	120	360	990	230	630	150
T313	850	860	770	980	500	810	510	350	690	150
T314	190	480	780	130	930	230	180	350	650	880
T315	150	900	910	880	650	920	620	530	240	670
T316	210	890	840	270	810	890	270	230	780	650
T317	800	780	780	100	360	410	790	100	800	140
T318	700	870	790	920	380	640	370	870	890	970
T319	960	640	550	720	240	760	900	270	250	350
T320	940	860	130	170	620	570	330	740	440	620
T321	320	410	300	160	740	630	710	580	790	390
T322	330	470	860	820	740	190	800	760	830	780
T323	840	350	160	590	680	310	200	750	660	180
T324	380	740	480	410	810	850	370	720	760	280
T325	610	700	190	230	110	520	730	750	700	510
T326	930	200	650	800	720	270	540	720	640	460
T327	560	300	980	130	410	230	700	910	990	330
T328	430	300	120	470	270	930	440	950	220	100
T329	300	920	310	700	470	600	430	330	830	400
T330	260	730	770	700	120	420	740	710	400	570
T331	550	940	200	740	800	270	110	760	720	250
T332	800	800	920	140	800	360	420	470	330	650
T333	670	310	290	600	940	280	380	850	840	200
T334	240	570	340	560	730	520	400	840	310	510
T335	720	960	540	950	620	180	580	490	870	290
T336	420	370	590	440	750	100	300	680	800	400
T337	550	390	450	780	220	920	630	280	480	580
T338	770	840	370	800	150	480	400	710	120	540
T339	920	490	130	730	630	600	420	990	150	160
T340	640	270	820	220	900	950	780	250	100	530
T341	180	510	280	460	110	490	100	380	400	340
T342	890	610	680	420	500	530	510	470	820	190
T343	140	460	420	410	560	830	330	850	110	140
T344	810	510	280	540	150	400	440	650	510	440
T345	970	300	360	290	710	880	260	790	110	180
T346	160	550	540	380	950	940	440	850	830	770
T347	270	530	700	310	200	880	290	400	360	740
T348	130	830	270	780	160	950	330	900	620	120
T349	390	270	850	240	580	580	910	190	770	740
T350	470	180	980	670	320	890	590	660	570	410
T351	540	990	820	900	150	540	170	360	630	940
T352	780	640	990	320	970	830	140	890	380	910
T353	690	370	230	850	190	310	520	290	600	120
T354	550	630	720	790	650	280	850	800	700	640
T355	220	660	930	280	490	580	670	310	270	750
T356	170	740	800	650	800	600	680	340	760	910
T357	230	750	400	740	100	410	380	390	490	420
T358	130	530	510	670	350	670	230	250	320	640
T359	200	820	470	670	880	490	600	150	790	730
T360	990	550	370	750	150	140	390	990	390	420
T361	750	270	270	240	260	810	340	500	320	160
T362	210	680	360	580	640	290	740	200	650	620
T363	220	280	800	450	900	610	230	800	840	190
T364	900	160	860	170	100	240	660	460	270	190
T365	840	240	920	980	800	540	750	630	820	510
T366	960	520	870	600	330	620	260	780	210	870
T367	980	350	820	250	520	420	930	100	690	430
T368	570	790	840	870	800	830	510	790	410	430
T369	490	180	170	810	200	580	380	820	700	860
T370	160	340	320	960	920	450	710	640	770	440
T371	140	700	560	920	150	560	900	820	600	880
T372	800	950	640	270	690	500	890	260	800	960
T373	290	590	550	760	260	890	330	280	540	840
T374	800	910	330	710	920	770	100	160	470	300
T375	710	950	440	850	970	860	900	770	180	880
T376	940	110	990	510	550	210	340	930	250	510
T377	890	690	130	910	440	940	770	270	360	560
T378	590	380	120	830	440	510	850	270	170	830
T379	110	980	320	500	470	870	320	110	270	410
T380	100	740	390	710	200	310	820	480	310	240
T381	460	650	560	420	930	320	430	430	600	850
T382	300	820	290	170	170	340	510	490	170	590
T383	680	450	470	830	810	370	400	650	180	280
T384	330	400	350	370	810	880	300	810	250	990
