	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T45	700	470	660	910	350	340	660	360	510	300
T46	440	780	270	270	860	900	530	260	400	580
T47	750	280	250	780	780	210	350	670	390	920
T48	330	900	350	400	530	600	710	850	830	440
T49	520	820	900	120	290	250	370	770	390	490
T50	340	980	320	100	750	100	620	270	260	820
T51	360	740	730	960	440	860	590	820	830	660
T52	270	540	200	940	770	700	310	260	970	520
T53	630	740	930	310	210	800	920	670	660	350
T54	450	370	290	580	140	530	600	490	770	890
T55	930	300	520	140	760	560	390	760	440	570
T56	790	370	200	630	460	200	450	200	780	850
T57	370	750	550	260	150	890	200	380	570	890
T58	110	320	470	440	620	120	150	490	250	480
T59	770	210	440	790	480	840	150	940	480	630
T60	650	800	390	430	510	890	560	540	900	840
T61	890	240	410	820	270	970	680	390	610	680
T62	900	890	740	630	380	890	810	210	820	550
T63	860	620	290	310	780	410	930	250	770	240
T64	830	910	200	580	940	220	620	390	520	270
T65	980	260	960	310	100	180	500	320	780	300
T66	170	750	630	800	380	530	990	100	690	670
T67	500	270	850	530	660	390	180	920	340	570
T68	100	520	300	160	430	540	520	680	380	470
T69	880	640	340	170	950	830	910	780	360	530
T70	700	140	430	580	570	360	400	140	600	360
T71	520	510	350	990	340	120	780	560	520	220
T72	760	360	970	380	540	790	200	920	450	650
T73	460	520	830	320	420	770	730	530	950	740
T74	320	270	440	860	380	730	190	870	940	100
T75	650	910	770	950	530	240	930	800	820	790
T76	710	490	420	690	210	910	140	650	400	680
T77	150	890	290	750	260	210	730	570	140	100
T78	510	860	970	650	250	380	360	910	540	660
T79	390	690	230	960	920	870	940	170	210	690
T80	430	520	100	130	730	770	990	300	990	130
T81	270	620	740	420	600	650	440	970	600	180
T82	960	320	780	470	630	390	920	170	200	310
T83	130	950	350	490	610	640	840	700	680	960
T84	570	130	450	960	790	210	760	570	820	710
T85	620	590	630	190	880	570	890	140	200	940
T86	300	790	840	640	550	470	510	860	920	980
T87	210	860	630	760	540	440	790	310	370	310
T88	770	100	340	550	210	770	780	380	170	870
T89	670	700	900	980	100	930	200	230	450	360
T90	510	140	570	750	280	670	660	410	370	990
T91	410	390	790	260	900	200	220	460	820	360
T92	770	600	710	730	690	770	470	370	360	160
T93	260	870	420	300	760	180	110	710	110	420
T94	440	220	740	160	760	480	610	940	330	680
T95	400	160	890	900	370	740	320	280	390	100
T96	660	430	820	650	190	370	730	480	400	460
T97	100	900	970	860	920	960	660	590	370	450
T98	440	550	710	930	100	160	590	650	400	510
T99	200	600	410	170	110	480	520	980	940	220
T100	140	110	370	970	960	220	280	690	610	750
T101	890	100	490	940	900	260	700	490	290	170
T102	950	640	580	290	310	620	960	190	250	420
T103	280	880	740	490	720	220	760	180	210	780
T104	670	130	710	240	920	750	970	760	250	730
T105	270	370	100	860	840	260	540	760	380	790
T106	670	910	780	280	510	450	300	500	150	420
T107	800	720	770	520	720	290	100	420	390	130
T108	810	580	850	620	380	420	610	470	740	680
T109	760	800	300	630	590	250	960	840	360	620
T110	520	730	500	330	560	330	610	940	530	770
T111	680	620	800	770	560	300	510	350	400	400
T112	990	770	470	140	170	710	350	330	840	140
T113	310	420	830	430	890	310	100	820	830	220
T114	370	720	260	640	320	620	540	730	210	840
T115	320	870	770	270	560	490	700	290	200	660
T116	890	790	520	360	880	320	610	840	400	720
T117	350	590	640	340	570	200	690	790	570	690
T118	990	990	380	230	510	390	870	420	800	600
T119	120	310	630	710	780	740	560	200	780	580
T120	850	770	780	390	440	320	380	580	320	440
T121	950	570	230	240	170	580	740	630	220	600
T122	240	870	530	880	560	230	260	610	430	630
T123	250	400	370	190	960	420	460	590	940	800
T124	940	360	860	270	950	470	250	210	620	460
T125	230	200	440	960	180	930	470	480	700	370
T126	540	670	940	240	610	180	930	620	120	210
T127	660	830	260	690	300	130	610	230	600	980
T128	630	820	890	660	340	880	790	900	810	830
