	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T148	330	650	210	790	360	680	750	930	300	680
T149	390	100	490	990	680	460	780	420	560	680
T150	950	800	760	940	160	950	130	530	800	770
T151	830	430	140	580	170	670	810	100	870	290
T152	630	880	220	810	470	180	660	990	760	350
T153	820	770	980	990	860	810	620	570	110	920
T154	210	750	800	610	170	350	160	250	860	880
T155	550	620	640	940	290	110	300	900	500	690
T156	690	930	120	340	530	490	200	910	510	340
T157	870	830	810	690	790	190	310	400	410	290
T158	510	570	560	510	340	500	250	340	500	630
T159	130	580	140	550	840	530	380	150	390	310
T160	740	490	410	200	370	200	670	100	120	530
T161	250	780	460	900	560	460	550	970	960	590
T162	600	770	660	430	560	200	660	380	970	580
T163	580	690	270	980	850	440	860	470	180	520
T164	980	110	710	120	790	450	860	520	630	410
T165	610	200	880	770	400	100	480	340	140	680
T166	570	530	910	520	620	420	720	870	370	220
T167	420	550	790	650	260	880	800	650	260	530
T168	710	900	390	400	240	800	820	550	750	560
T169	610	150	320	520	240	830	540	610	190	940
T170	360	950	770	100	970	360	830	190	690	870
T171	980	270	920	840	550	290	940	900	210	250
T172	490	590	710	970	920	520	300	370	470	320
T173	650	320	840	870	900	790	480	220	380	580
T174	190	200	310	140	350	860	110	640	660	210
T175	850	770	200	220	520	970	340	970	390	330
T176	250	310	910	400	330	500	550	730	740	440
T177	990	910	970	400	790	170	950	480	760	790
T178	490	730	910	320	480	800	530	510	820	950
T179	380	820	270	910	480	350	440	710	110	500
T180	570	580	830	750	490	880	860	300	590	670
T181	510	110	900	500	620	120	300	330	750	940
T182	990	840	830	750	290	380	860	580	190	180
T183	870	670	670	440	840	690	470	400	450	930
T184	380	710	640	550	170	200	640	810	110	870
T185	140	350	570	460	890	850	240	810	550	660
T186	560	310	140	370	390	190	850	160	730	270
T187	420	990	260	500	540	740	910	930	940	820
T188	340	490	750	120	370	170	480	790	610	630
T189	670	900	720	160	480	460	660	820	290	750
T190	610	660	180	640	860	920	210	390	450	730
T191	780	980	590	980	890	220	770	520	300	130
T192	180	880	570	630	770	390	360	820	420	660
