	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T68	110	390	830	950	490	780	280	790	480	270
T69	530	660	360	590	540	430	240	120	150	180
T70	200	330	790	750	110	860	730	800	380	870
T71	940	870	850	980	640	230	830	190	300	240
T72	720	940	690	580	220	830	220	440	910	980
T73	710	890	680	260	400	620	500	130	200	260
T74	540	450	510	660	680	400	300	610	890	280
T75	470	140	840	330	500	650	600	980	770	790
T76	500	830	510	950	340	270	580	210	810	310
T77	170	860	910	830	360	790	430	910	260	810
T78	610	260	800	370	810	950	320	970	570	700
T79	540	570	760	470	120	800	610	660	460	930
T80	320	710	950	170	290	350	400	320	630	640
T81	830	160	490	180	120	860	990	870	640	980
T82	970	860	140	830	300	770	760	680	560	360
T83	260	180	920	890	140	350	660	440	550	220
T84	220	490	720	760	690	410	950	230	770	620
T85	920	870	860	380	360	280	490	830	750	160
T86	230	260	370	950	820	650	320	870	150	600
T87	500	140	910	200	680	200	550	980	990	100
T88	750	700	460	290	100	620	420	780	160	660
T89	340	770	610	470	120	840	570	350	710	890
T90	130	620	850	600	130	340	690	740	720	970
T91	450	720	340	740	170	360	670	530	330	620
T92	890	920	980	390	730	100	800	900	810	100
T93	760	460	660	880	310	300	300	230	880	220
T94	620	870	660	480	380	720	470	580	400	740
T95	830	500	340	800	430	580	730	310	740	940
T96	160	880	900	680	760	890	200	150	710	710
T97	180	580	800	660	770	460	260	460	980	360
T98	450	320	860	130	900	430	590	310	420	750
T99	770	640	710	530	920	460	290	630	580	670
T100	750	900	930	340	380	390	830	850	440	480
T101	140	990	490	270	780	680	750	140	750	270
T102	210	120	630	840	150	410	190	110	930	550
T103	500	280	430	800	180	490	260	580	490	950
T104	720	390	750	170	220	100	610	780	250	130
T105	390	380	980	400	540	940	120	810	260	150
T106	620	820	180	670	300	490	560	250	470	530
T107	530	960	450	390	110	690	910	590	190	220
T108	130	360	120	480	570	160	670	550	100	150
T109	770	780	560	880	870	150	970	310	940	890
T110	510	500	360	950	460	850	920	130	900	340
T111	210	830	570	100	250	310	850	520	790	450
T112	410	230	850	440	340	170	740	590	740	430
T113	480	470	160	500	700	550	710	740	610	660
T114	710	790	950	320	990	140	890	750	400	760
T115	210	250	350	870	480	750	950	730	710	390
T116	160	770	510	350	880	940	180	440	370	880
T117	990	280	710	410	800	340	350	980	280	360
T118	400	150	630	870	720	560	620	880	590	250
T119	460	520	780	900	280	280	220	740	380	760
T120	930	380	260	190	510	890	160	310	780	330
T121	220	180	910	100	510	550	520	960	590	600
T122	430	480	110	270	950	690	210	740	420	110
T123	310	260	710	620	530	290	660	690	360	670
T124	900	780	680	990	440	590	320	540	720	960
T125	140	960	940	530	330	670	630	980	420	640
T126	400	570	290	100	150	530	200	620	650	450
T127	760	220	220	250	470	180	780	180	890	580
T128	280	930	860	100	870	370	320	540	620	660
T129	230	310	510	470	680	490	990	410	300	950
T130	270	860	920	880	930	220	860	190	140	280
T131	870	920	700	160	430	420	780	980	210	680
T132	670	720	560	860	820	670	420	930	300	610
T133	530	490	600	260	690	520	700	830	130	250
T134	890	360	700	280	300	560	930	350	620	270
T135	670	880	980	210	340	790	370	370	790	610
T136	150	670	880	950	850	830	940	120	630	960
T137	240	540	560	690	250	600	680	550	500	510
T138	790	330	760	860	170	220	730	520	350	580
T139	850	250	570	310	890	310	850	220	580	600
T140	890	220	940	220	630	170	500	680	150	230
T141	550	430	280	630	500	240	580	390	350	940
T142	880	360	100	920	450	250	590	960	380	460
T143	290	740	710	840	300	890	190	600	970	820
T144	940	190	290	570	680	650	280	760	260	630
T145	100	410	470	800	850	810	780	130	640	820
T146	120	190	530	210	420	710	870	150	830	430
T147	380	710	690	480	650	570	430	140	860	300
T148	900	270	920	170	490	360	490	810	480	380
T149	420	350	400	870	130	830	700	280	970	630
T150	400	290	750	920	250	870	390	470	810	720
T151	700	110	260	540	800	190	510	230	870	970
T152	430	580	680	880	850	460	500	930	690	120
T153	820	890	970	190	510	530	910	680	930	130
T154	970	740	260	460	870	190	180	180	140	360
T155	420	140	450	710	270	680	950	580	720	580
T156	410	500	640	610	590	450	270	970	840	950
T157	610	310	120	240	950	470	200	800	690	850
T158	740	540	910	510	670	310	110	340	690	910
T159	780	580	140	920	140	880	630	660	580	620
T160	210	830	960	940	570	310	410	530	990	600
T161	410	130	570	950	900	490	630	170	420	790
T162	790	990	760	250	880	910	830	430	840	830
T163	150	120	910	380	980	190	300	930	100	220
T164	200	570	760	610	900	670	800	920	460	130
T165	270	280	840	410	540	850	140	140	610	700
T166	420	990	130	260	180	220	990	880	480	660
T167	460	790	590	370	870	130	250	780	160	990
T168	750	130	450	360	830	730	660	930	740	440
T169	800	900	990	100	450	580	320	750	620	770
T170	320	250	240	730	660	990	510	420	520	560
T171	660	870	420	120	680	640	850	620	560	140
T172	570	830	330	330	600	570	840	180	980	530
T173	750	690	140	760	630	630	660	310	680	280
T174	640	100	150	700	570	630	970	630	740	440
T175	850	430	290	100	200	670	420	160	810	230
T176	170	650	920	830	130	560	800	520	510	370
T177	970	300	490	830	320	470	920	240	650	700
T178	870	140	560	290	750	560	930	980	300	640
T179	240	470	640	630	300	120	550	880	760	610
T180	930	220	470	930	770	650	300	150	990	720
T181	950	780	540	110	740	510	610	230	920	590
T182	600	200	800	520	940	970	200	220	580	350
T183	270	160	780	430	930	790	890	230	970	420
T184	770	700	770	140	160	190	940	320	250	470
T185	900	240	800	540	460	490	910	720	660	180
T186	290	750	890	340	360	390	530	610	570	540
T187	460	300	220	200	410	140	740	810	340	140
T188	380	150	320	120	460	670	620	520	300	450
T189	500	340	300	680	180	690	370	540	660	600
T190	100	400	830	270	420	460	210	630	850	110
T191	290	530	410	990	610	790	810	340	350	330
T192	520	850	890	960	670	210	890	250	130	290
T193	370	270	940	590	210	320	560	310	380	700
T194	940	310	690	660	130	280	190	270	190	550
T195	350	490	210	510	600	560	520	430	240	350
T196	870	470	130	110	540	670	700	170	380	610
T197	600	180	170	530	850	640	740	580	490	450
T198	670	390	700	580	510	220	320	860	740	820
T199	720	940	990	990	250	500	730	760	310	380
T200	170	720	600	670	370	130	380	200	720	750
T201	390	540	470	410	100	830	720	580	640	440
T202	540	490	800	130	290	650	720	320	170	800
T203	690	560	990	580	750	970	230	130	860	490
T204	360	610	270	990	300	930	230	500	580	530
T205	160	790	180	250	450	810	930	650	280	480
T206	910	200	280	680	440	480	630	410	810	160
T207	170	610	900	370	920	280	270	800	610	720
T208	340	360	380	450	550	190	900	890	470	100
T209	320	550	110	670	640	800	940	300	740	500
T210	610	180	940	790	650	320	150	850	650	240
T211	850	890	760	510	370	110	820	630	920	200
T212	490	400	710	830	960	370	800	180	600	780
T213	450	810	300	660	980	240	540	580	110	360
T214	510	820	230	410	380	340	750	230	240	940
T215	860	810	510	530	590	480	120	810	620	320
T216	390	300	160	950	570	330	760	560	720	230
T217	610	390	370	430	800	780	740	280	720	520
T218	940	600	310	190	140	410	180	940	270	990
T219	800	700	950	100	890	670	720	450	320	640
T220	840	380	250	680	800	620	410	820	710	680
T221	680	710	370	200	540	730	760	830	450	710
T222	870	460	680	310	180	370	410	190	790	190
T223	760	880	150	930	180	500	210	640	780	510
T224	610	840	210	400	850	370	290	190	720	680
T225	560	160	710	250	770	780	490	860	180	810
T226	820	190	280	910	750	460	300	770	800	310
T227	710	950	420	280	580	890	680	680	620	220
T228	920	880	270	350	680	300	810	660	660	740
T229	820	320	890	830	370	770	550	690	230	940
T230	270	480	230	280	520	200	490	440	590	930
T231	470	470	840	650	660	990	990	790	360	710
T232	150	530	700	790	190	380	920	710	290	840
T233	500	860	490	720	440	920	150	200	460	650
T234	980	790	420	420	230	820	980	220	930	320
T235	550	900	440	980	110	300	800	500	790	780
T236	410	290	360	890	130	910	750	950	570	550
T237	760	570	510	800	800	560	620	180	280	520
T238	740	990	110	570	580	280	850	480	630	460
T239	830	210	350	760	460	530	810	200	990	770
T240	280	860	940	350	720	390	490	310	140	970
T241	130	510	410	910	360	820	290	650	550	390
T242	170	740	400	370	450	110	510	430	150	560
T243	360	830	160	660	850	830	180	900	910	690
T244	930	770	490	550	540	740	640	620	180	570
T245	450	580	570	800	490	170	170	450	280	620
T246	300	150	900	420	220	230	370	810	780	170
T247	300	280	890	170	230	620	170	980	330	140
T248	160	250	810	140	730	320	740	380	710	540
T249	550	570	520	310	220	100	920	600	630	520
T250	860	450	880	420	290	140	770	230	450	560
T251	480	270	240	460	220	440	660	380	970	600
T252	650	360	380	970	250	300	160	140	130	730
T253	180	930	260	260	270	600	410	430	160	100
T254	940	800	940	630	240	500	440	330	450	910
T255	910	290	420	830	530	960	960	530	810	550
T256	940	800	780	800	300	730	380	270	770	340
T257	570	600	680	440	630	770	930	840	320	870
T258	780	990	910	740	410	440	900	390	610	440
T259	430	870	650	340	780	260	240	370	340	960
T260	620	520	480	490	990	970	760	120	550	890
T261	330	110	560	110	330	330	640	120	160	380
T262	510	360	550	910	260	240	930	890	770	250
T263	630	400	710	990	590	560	400	260	100	370
T264	750	820	470	400	170	770	900	860	980	950
T265	290	360	180	630	810	850	260	690	410	720
T266	190	990	630	400	280	340	280	340	620	310
T267	370	190	130	780	550	790	140	520	510	150
T268	750	330	610	170	880	480	440	180	980	900
T269	200	340	440	370	450	690	400	190	560	960
T270	550	150	880	980	430	800	400	490	800	890
T271	460	760	170	400	620	950	280	110	270	300
T272	640	920	440	570	890	870	500	340	310	170
T273	330	390	390	810	290	610	880	780	420	490
T274	740	610	210	650	750	740	780	290	370	650
T275	770	480	170	820	100	870	160	510	190	630
T276	210	670	340	450	990	400	100	350	420	450
T277	990	830	930	500	970	890	730	130	580	360
T278	840	660	480	430	420	860	710	610	630	670
T279	960	820	880	540	140	230	280	750	570	700
T280	350	670	270	250	250	300	590	650	620	510
T281	790	980	360	410	160	580	490	690	900	290
T282	260	860	860	900	170	260	550	310	190	490
T283	650	120	270	640	740	630	930	440	540	770
T284	880	690	370	150	200	610	940	280	430	170
T285	900	760	790	500	710	410	210	850	520	350
T286	200	880	240	900	140	890	550	240	390	540
T287	840	600	390	380	130	780	580	950	650	390
T288	690	130	400	870	480	610	400	680	300	280
T289	910	830	100	840	670	810	680	540	160	680
T290	830	510	360	530	560	350	210	410	210	670
T291	100	170	610	900	100	570	840	180	620	160
T292	120	270	310	460	410	280	140	350	110	280
T293	790	880	100	260	720	230	100	800	460	210
T294	840	620	940	390	160	980	110	460	980	550
T295	550	360	810	570	840	680	410	240	210	970
T296	690	560	860	980	280	260	410	610	930	800
T297	940	770	530	610	130	350	460	740	260	850
T298	280	830	100	720	340	780	850	930	420	990
T299	270	990	610	660	270	740	360	280	550	600
T300	650	480	590	400	140	530	130	810	140	400
T301	480	110	550	610	730	210	870	590	920	420
T302	560	720	550	400	310	130	880	130	700	360
T303	640	450	870	820	230	110	810	120	910	650
T304	890	820	710	780	210	260	380	980	400	400
T305	130	890	180	500	530	390	380	470	880	230
T306	120	820	550	150	960	970	530	680	130	290
T307	350	920	210	970	530	920	220	780	490	430
T308	820	690	790	220	140	250	780	790	760	710
T309	770	530	700	970	790	390	160	890	180	260
T310	400	500	530	690	870	590	860	690	360	510
T311	100	180	370	240	640	540	190	980	330	940
T312	880	880	430	760	560	200	150	730	670	630
T313	210	660	460	290	810	980	840	110	990	810
T314	730	850	470	390	830	900	450	450	900	520
T315	310	830	770	670	470	480	520	430	420	170
T316	400	150	850	830	750	710	400	480	150	520
T317	490	170	830	520	650	260	820	300	670	740
T318	380	240	520	370	800	530	240	910	170	100
T319	550	220	200	840	610	920	320	780	930	590
T320	780	950	930	660	810	840	930	760	270	230
