	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T310	660	970	880	840	530	400	150	530	240	950
T311	470	680	970	960	890	450	810	270	360	550
T312	760	150	210	870	420	360	630	940	270	110
T313	730	100	330	800	550	780	460	290	840	820
T314	250	430	850	250	460	990	100	120	430	880
T315	510	700	330	150	620	820	810	830	730	840
T316	210	980	900	240	310	650	880	350	120	520
T317	270	380	310	900	420	610	310	240	340	660
T318	910	520	930	540	180	820	460	490	510	520
T319	560	550	300	730	350	940	510	510	140	520
T320	690	300	980	220	690	920	110	960	670	470
T321	880	950	360	900	300	980	290	770	860	720
T322	280	230	260	230	750	570	920	170	480	990
T323	500	820	170	360	870	140	980	570	130	670
T324	670	310	480	640	560	600	400	660	700	280
T325	910	250	700	200	610	570	980	330	390	830
T326	160	510	470	600	430	200	380	220	940	590
T327	400	240	450	940	910	450	880	890	520	100
T328	840	250	870	120	190	340	360	100	880	570
T329	830	450	860	140	690	860	860	130	650	330
T330	850	260	580	420	720	640	550	820	430	940
T331	700	100	550	990	230	500	360	650	260	340
T332	340	130	750	640	110	660	970	320	480	900
T333	610	370	480	500	750	370	390	460	750	150
T334	960	590	200	980	830	940	600	250	770	960
T335	890	220	580	940	670	740	290	810	890	190
T336	540	210	210	770	480	620	720	310	130	780
T337	400	290	430	260	500	910	230	840	920	540
T338	770	890	640	370	140	880	340	490	290	210
T339	200	270	140	810	220	660	440	470	240	510
T340	370	430	590	170	270	420	630	750	570	950
T341	120	770	110	100	210	860	770	820	310	840
T342	790	500	910	400	190	130	690	700	710	110
T343	200	540	300	460	270	780	220	480	900	700
T344	450	350	720	360	530	900	790	190	480	320
T345	740	340	350	290	330	940	430	480	800	650
T346	670	970	180	230	710	120	720	980	340	860
T347	590	260	660	340	120	330	260	710	700	250
T348	410	860	860	450	870	510	650	760	560	570
T349	990	360	490	960	150	730	910	720	260	340
T350	370	620	440	870	220	990	420	200	470	770
T351	910	340	660	700	630	950	850	660	640	160
T352	710	870	370	550	490	510	770	200	240	220
T353	650	340	930	970	500	370	350	440	470	870
T354	870	490	730	250	830	150	460	380	360	620
T355	660	830	510	640	740	960	490	280	310	710
T356	680	660	950	230	520	300	600	400	880	150
T357	820	720	750	620	740	240	860	490	410	640
T358	980	110	540	880	980	720	220	250	300	600
T359	200	760	720	590	310	100	360	670	280	150
T360	300	410	120	710	860	270	240	100	790	180
T361	560	710	290	300	790	110	470	550	310	400
T362	350	310	570	220	970	530	960	820	770	770
T363	200	850	450	770	140	300	580	470	420	690
T364	920	790	690	340	700	820	470	830	290	800
T365	700	360	840	980	460	990	450	240	620	190
T366	560	560	100	310	900	470	710	440	530	240
T367	580	700	210	580	250	920	220	770	940	390
T368	780	990	120	250	670	340	440	120	780	620
T369	660	100	410	180	130	950	170	120	210	370
T370	410	970	200	510	180	710	280	680	680	280
T371	840	820	630	270	290	600	100	500	140	400
T372	870	980	300	490	600	600	300	130	440	500
T373	300	280	700	380	830	810	780	310	510	700
T374	290	770	670	170	850	200	490	890	830	380
T375	520	410	140	630	220	220	680	810	240	320
T376	180	150	510	680	160	880	650	690	600	860
T377	700	570	390	300	290	410	930	560	430	120
T378	220	240	710	590	200	910	880	630	700	170
T379	530	460	100	350	570	440	270	990	940	690
T380	460	990	610	490	960	620	740	700	460	550
T381	960	410	230	220	970	750	550	470	250	240
T382	890	520	110	490	250	720	650	800	200	300
T383	470	100	500	400	250	360	880	700	710	780
T384	860	680	880	310	510	320	480	750	470	550
