	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T44	890	170	160	610	700	470	780	710	690	200
T45	460	500	590	820	930	540	400	610	450	640
T46	880	220	990	310	790	520	190	720	520	750
T47	490	110	410	680	870	450	380	690	500	850
T48	980	350	390	350	120	960	650	490	510	100
T49	150	450	390	200	830	520	730	660	880	710
T50	500	140	250	630	870	370	880	930	770	360
T51	650	860	190	930	480	260	470	120	610	410
T52	770	960	730	170	560	250	490	300	620	110
T53	430	820	110	510	150	770	600	530	340	820
T54	100	120	830	730	130	530	300	150	810	290
T55	630	370	260	390	880	620	610	120	180	970
T56	190	790	800	510	470	360	960	900	850	610
T57	520	570	880	330	100	680	340	670	230	950
T58	950	460	650	820	980	680	890	310	600	650
T59	160	800	860	290	860	460	670	180	690	330
T60	200	290	740	280	750	540	970	400	710	980
T61	280	980	380	340	690	950	110	300	180	760
T62	470	460	780	400	320	160	460	130	200	970
T63	290	390	590	300	420	280	850	930	780	430
T64	240	440	720	840	750	280	430	500	980	570
T65	270	220	760	510	320	800	680	260	560	730
T66	270	350	810	200	610	380	890	380	280	410
T67	930	180	240	330	380	570	720	470	830	770
T68	560	250	730	930	450	100	280	930	370	250
T69	990	680	780	470	560	660	430	970	520	580
T70	700	680	490	140	110	550	790	190	400	410
T71	640	580	260	720	820	160	260	200	750	520
T72	970	980	150	570	880	730	550	330	400	260
T73	240	150	710	670	120	850	430	920	880	190
T74	590	860	620	730	820	310	850	120	810	410
T75	810	770	870	340	120	970	280	340	510	840
T76	520	140	830	240	310	240	720	530	790	670
T77	380	920	320	320	850	570	670	980	470	130
T78	460	110	500	960	590	110	340	410	540	900
T79	170	140	330	310	560	610	150	110	840	350
T80	130	610	180	780	200	660	320	790	790	850
T81	750	850	500	740	630	760	560	740	830	820
T82	870	390	170	800	180	440	310	140	230	900
T83	150	160	170	280	140	640	220	170	530	130
T84	330	890	510	910	530	650	650	110	670	610
T85	350	430	750	250	200	740	270	410	300	840
T86	410	170	300	570	290	750	360	990	710	610
T87	380	610	360	130	670	490	140	600	100	710
T88	910	740	530	920	850	970	450	110	770	350
T89	430	520	240	430	630	920	620	140	890	380
T90	640	950	420	250	350	100	360	430	140	590
T91	360	120	610	690	300	230	170	630	960	400
T92	680	640	570	530	120	390	910	200	790	130
T93	340	500	870	200	430	430	670	320	310	670
T94	690	220	940	960	720	200	850	750	580	220
T95	200	850	670	210	800	130	660	840	340	530
T96	240	770	750	540	750	420	680	230	120	170
T97	610	900	970	320	690	570	960	590	380	480
T98	350	490	380	900	660	530	840	150	130	270
T99	770	540	280	580	890	940	230	340	670	540
T100	690	720	510	920	310	440	460	300	720	320
T101	630	140	300	830	800	600	390	560	160	720
T102	270	540	730	110	440	540	620	970	900	220
T103	700	390	350	110	440	930	980	560	690	550
T104	610	230	560	770	420	780	100	650	750	640
T105	240	780	530	600	240	990	950	810	420	350
T106	390	140	320	430	890	540	240	130	230	820
T107	790	850	290	250	650	510	530	690	810	230
T108	470	170	590	290	820	760	130	550	980	180
T109	260	240	140	280	650	280	720	380	890	730
T110	330	170	580	320	840	910	860	590	760	370
T111	260	300	260	480	140	230	580	300	810	240
T112	190	320	620	390	970	260	170	400	430	820
T113	770	440	390	180	610	310	590	370	100	910
T114	110	820	890	710	320	900	580	500	620	130
T115	740	200	820	990	110	840	520	210	520	890
T116	860	400	990	950	640	480	580	340	960	420
T117	560	300	630	980	410	760	270	950	530	960
T118	630	430	190	610	170	720	880	970	150	400
T119	240	740	330	270	540	390	620	660	170	710
T120	380	300	390	220	830	590	270	990	600	220
T121	270	200	420	620	180	360	690	170	790	210
T122	140	420	910	470	670	990	980	820	600	270
T123	920	330	720	230	800	470	580	340	570	770
T124	810	320	800	300	840	560	770	500	340	900
T125	200	590	920	290	960	490	400	560	390	290
T126	750	430	420	720	540	130	730	400	220	940
T127	340	550	790	430	810	650	770	690	890	350
T128	320	560	150	100	420	530	210	260	870	320
T129	170	880	300	360	590	680	150	530	320	290
T130	280	490	170	300	370	550	100	690	900	850
T131	400	120	640	710	990	260	710	150	640	780
T132	860	340	260	460	820	560	960	660	360	930
T133	140	750	200	730	270	100	940	960	990	100
T134	310	490	990	680	320	790	390	950	300	800
T135	960	220	140	220	500	660	900	840	670	600
T136	510	130	260	730	140	180	660	480	950	310
T137	200	860	830	450	150	410	350	710	730	580
T138	720	380	570	290	980	480	440	640	890	130
T139	500	560	170	920	420	710	910	770	990	750
T140	500	340	190	330	740	560	150	660	500	150
T141	350	420	940	740	190	750	210	920	340	900
T142	430	580	680	330	480	230	990	480	190	840
T143	850	210	400	200	500	300	800	990	930	550
T144	830	130	410	180	940	900	270	930	840	730
T145	350	690	330	760	600	190	580	590	260	580
T146	790	580	140	540	310	340	220	210	910	380
T147	350	810	520	990	900	460	870	790	160	660
T148	470	350	160	260	790	780	440	760	280	120
T149	770	700	210	610	580	820	770	180	470	750
T150	430	290	520	380	980	840	270	350	940	240
T151	100	600	120	760	160	820	360	640	570	750
T152	610	280	570	620	720	300	330	510	100	880
T153	240	270	230	270	320	870	550	530	540	690
T154	290	500	560	410	110	890	530	840	370	200
T155	690	470	720	250	430	450	150	110	910	820
T156	660	930	770	970	440	190	490	820	720	900
T157	390	510	680	280	810	950	280	550	320	600
T158	850	580	850	990	850	300	680	600	830	880
T159	610	790	460	920	990	350	890	460	160	940
T160	900	730	520	100	820	990	220	360	710	570
T161	840	460	710	370	900	540	730	800	240	350
T162	710	720	250	310	760	230	860	730	920	130
T163	660	320	450	170	600	680	340	730	880	860
T164	880	130	420	440	660	940	140	550	960	930
T165	670	610	730	930	950	840	780	340	760	230
T166	300	920	130	880	650	210	110	470	300	800
T167	910	540	240	670	470	320	750	910	590	860
T168	360	410	730	790	620	530	470	710	590	200
T169	340	330	100	920	510	370	160	310	570	270
T170	630	770	340	380	410	640	460	340	750	870
T171	130	220	830	490	410	850	950	180	410	570
T172	530	750	880	180	340	330	220	600	100	620
T173	790	800	510	490	440	140	900	670	570	450
T174	550	680	330	110	210	370	940	380	410	320
T175	600	830	150	380	830	840	910	120	510	730
T176	980	310	900	140	490	830	900	560	910	340
T177	780	240	230	580	520	550	880	420	140	640
T178	450	740	770	390	850	920	260	180	820	570
T179	350	780	590	500	990	560	760	660	890	270
T180	600	200	440	520	410	120	640	700	860	840
T181	780	130	980	230	450	790	200	200	100	150
T182	460	140	680	600	590	150	380	380	720	770
T183	560	140	530	150	470	760	980	860	170	980
T184	150	400	230	340	300	770	150	460	630	910
T185	120	910	410	310	550	150	760	550	640	250
T186	800	600	580	410	670	340	990	810	410	650
T187	750	760	480	230	860	970	750	690	720	390
T188	170	300	420	150	310	510	910	350	630	980
T189	450	880	490	940	120	500	470	700	580	320
T190	920	600	450	490	640	620	580	730	740	450
T191	500	740	370	710	620	560	620	310	560	250
T192	100	320	240	730	130	620	150	180	910	900
T193	700	910	270	580	170	250	590	510	470	110
T194	670	190	150	310	540	980	230	330	370	390
T195	310	160	200	300	340	250	160	330	280	210
T196	830	800	110	260	350	900	550	760	570	940
T197	210	820	830	370	210	480	130	720	730	180
T198	180	400	140	700	820	150	650	170	210	950
T199	550	530	570	460	270	220	310	540	510	510
T200	480	920	450	380	770	890	840	940	920	140
T201	380	490	930	450	450	570	950	460	190	830
T202	250	550	850	660	720	480	740	840	640	500
T203	480	830	540	530	120	570	930	400	270	330
T204	280	660	280	530	490	130	360	850	100	190
T205	200	780	970	580	260	240	410	500	270	480
T206	760	160	370	470	480	140	860	120	700	280
T207	640	670	110	700	980	510	280	480	440	720
T208	410	980	100	860	820	250	350	820	520	290
T209	210	980	570	100	780	990	540	650	160	690
T210	740	480	950	140	180	490	860	380	960	120
T211	620	430	710	740	280	490	580	670	580	680
T212	220	360	260	840	510	430	370	180	590	340
T213	860	680	680	870	740	570	150	920	280	420
T214	590	870	760	740	270	980	880	140	330	120
T215	790	490	970	930	490	860	760	580	800	360
T216	760	430	510	160	690	150	860	140	160	860
T217	240	820	170	540	460	750	260	490	330	220
T218	790	950	210	780	110	330	990	610	650	330
T219	690	340	530	420	530	890	270	340	240	290
T220	670	620	990	560	570	160	120	210	350	270
T221	460	530	360	360	260	360	830	790	850	360
T222	100	500	470	820	250	200	650	880	410	200
T223	640	750	870	710	410	220	950	780	670	950
T224	370	550	790	870	730	470	750	370	800	590
T225	620	260	890	650	270	730	380	250	610	530
T226	980	900	680	930	200	930	110	590	530	560
T227	260	400	920	610	790	860	670	210	960	390
T228	490	110	890	180	560	150	520	540	440	940
T229	440	650	400	750	760	200	480	550	170	870
T230	960	310	560	660	360	240	140	720	800	920
T231	920	910	870	850	180	590	150	100	920	750
T232	660	220	300	160	910	460	740	600	570	250
T233	850	370	280	770	290	480	850	490	760	290
T234	720	570	850	940	440	830	320	790	630	610
T235	840	680	160	570	400	620	690	710	990	130
T236	210	600	310	930	480	100	160	480	100	380
T237	540	780	200	910	110	730	110	720	800	490
T238	660	760	360	150	660	740	470	820	630	720
T239	880	140	280	800	610	590	680	150	380	840
T240	390	260	780	150	520	950	780	510	240	280
T241	970	760	920	630	170	900	980	760	740	870
T242	380	360	890	430	870	550	370	960	860	260
T243	530	250	820	960	270	820	760	650	910	420
T244	990	730	530	520	580	950	700	210	500	340
T245	350	340	830	120	910	300	760	590	170	290
T246	220	780	340	290	530	580	450	190	410	690
T247	830	830	780	370	500	790	740	620	110	850
T248	510	420	790	380	310	350	580	280	710	820
T249	360	300	660	290	940	540	550	620	600	820
T250	940	380	420	850	300	760	290	270	720	940
T251	130	820	190	790	260	490	700	380	640	360
T252	420	660	410	220	120	150	760	290	120	800
T253	130	450	250	180	730	210	280	910	870	150
T254	280	100	940	850	980	850	970	530	800	640
T255	630	160	490	130	840	460	170	600	400	210
T256	930	770	380	840	300	750	470	990	990	350
T257	700	110	550	340	490	990	290	630	360	270
T258	570	360	850	810	650	480	650	880	800	920
T259	220	570	530	780	400	300	320	660	470	570
T260	740	930	750	280	850	110	990	570	750	440
T261	160	720	670	550	580	360	200	350	540	180
T262	430	950	300	730	250	830	600	200	130	380
T263	810	210	970	150	890	740	780	460	920	610
T264	660	560	990	120	780	780	160	580	420	470
T265	330	520	500	720	100	370	230	680	820	810
T266	570	660	470	250	230	140	510	940	700	670
T267	650	240	520	420	260	370	790	630	320	550
T268	140	970	630	970	860	800	320	980	450	870
T269	870	670	820	830	840	550	830	640	220	520
T270	980	850	320	370	610	660	440	820	950	790
T271	360	340	770	620	350	230	760	500	850	510
T272	970	610	930	940	290	470	490	680	610	180
T273	600	380	690	110	700	310	510	400	990	720
T274	790	880	370	800	570	910	920	780	160	580
T275	940	800	980	450	450	280	710	280	870	700
T276	250	310	770	330	540	540	270	790	490	620
T277	980	960	200	270	910	940	780	960	250	730
T278	240	270	280	920	940	230	120	750	620	350
T279	390	360	350	630	650	300	800	330	540	720
T280	670	550	990	180	310	620	340	100	620	510
T281	150	340	430	540	970	370	440	490	130	810
T282	460	650	830	560	130	890	220	510	810	920
T283	650	750	880	590	150	830	650	120	220	390
T284	930	430	170	920	810	420	780	670	680	330
T285	830	710	940	230	750	170	860	810	220	580
T286	910	660	300	840	780	890	140	600	690	580
T287	100	760	240	100	560	110	820	240	460	550
T288	470	930	300	150	720	570	550	770	630	680
T289	410	340	990	410	800	910	800	360	370	150
T290	120	370	970	470	420	970	880	500	150	930
T291	420	920	240	780	390	820	560	770	910	230
T292	140	380	830	860	960	980	920	860	120	640
T293	550	270	690	990	120	800	450	340	800	290
T294	580	700	190	670	900	970	490	570	850	290
T295	360	740	470	480	430	220	770	960	950	160
T296	900	470	330	510	870	810	600	450	770	850
T297	570	120	400	710	370	810	440	990	440	270
T298	930	530	290	190	900	920	870	430	100	390
T299	800	200	250	620	490	200	610	550	550	380
T300	440	970	810	360	320	950	760	730	310	550
T301	420	260	670	610	290	600	230	690	390	900
T302	480	710	840	510	150	720	560	590	770	730
T303	800	260	520	810	810	340	170	700	410	880
T304	670	430	930	340	370	260	650	350	950	230
T305	460	270	160	550	600	730	810	290	850	170
T306	580	590	840	810	190	160	500	470	380	920
T307	960	550	730	980	730	250	540	410	200	560
T308	640	570	490	600	830	440	940	670	450	640
T309	570	930	190	500	770	770	710	940	560	270
T310	920	210	620	550	840	830	340	110	820	840
T311	920	510	510	850	170	970	100	660	600	570
T312	470	680	740	340	880	120	430	340	480	990
T313	760	710	720	100	420	100	300	930	260	540
T314	940	430	550	830	170	200	340	940	950	160
T315	680	890	240	740	850	830	840	890	240	670
T316	300	840	580	110	210	220	400	950	740	110
T317	770	330	430	510	640	250	640	340	940	720
T318	810	390	350	390	820	950	260	290	870	790
T319	430	410	940	520	520	790	960	100	250	580
T320	470	290	410	990	170	380	860	700	590	360
