	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T258	250	670	920	760	400	240	290	500	240	830
T259	660	160	440	150	320	590	150	440	140	440
T260	970	620	130	170	410	790	190	510	940	760
T261	990	770	360	580	430	110	650	340	270	730
T262	140	540	960	590	170	550	740	480	290	210
T263	860	500	850	760	260	940	520	810	420	220
T264	940	290	540	550	100	740	610	910	900	280
T265	730	330	580	800	580	220	480	260	860	830
T266	250	450	760	660	870	730	160	530	430	900
T267	360	380	330	670	660	870	130	790	940	230
T268	970	100	650	990	980	540	290	670	210	800
T269	210	520	970	640	380	950	640	420	410	150
T270	390	770	220	110	550	980	870	660	210	830
T271	720	560	220	820	690	370	100	630	910	450
T272	470	210	620	780	910	640	810	370	840	180
T273	140	770	930	490	460	160	920	540	320	370
T274	990	310	720	260	710	730	690	610	940	610
T275	150	820	800	820	210	700	750	200	740	170
T276	900	880	730	160	780	880	830	120	290	940
T277	870	270	530	170	840	740	810	760	960	130
T278	990	100	260	520	790	620	460	920	730	680
T279	210	950	820	710	840	410	420	790	420	630
T280	220	800	680	890	690	690	580	360	200	650
T281	550	340	290	950	640	960	460	680	130	990
T282	690	700	380	480	910	400	520	730	500	770
T283	640	950	840	870	220	430	120	500	940	400
T284	720	470	680	500	500	400	260	240	530	530
T285	960	290	720	220	280	750	740	890	440	300
T286	960	330	730	410	970	560	770	660	180	530
T287	660	600	780	670	390	760	990	880	450	950
T288	410	460	210	930	590	270	690	640	390	350
T289	160	550	860	620	320	920	770	140	180	130
T290	840	590	300	660	670	490	110	360	630	840
T291	310	410	110	340	680	500	990	700	400	200
T292	330	690	480	880	350	920	450	130	730	870
T293	600	810	540	530	880	610	820	920	760	840
T294	430	290	810	700	810	210	380	930	120	480
T295	930	990	460	320	380	610	970	430	780	260
T296	330	240	170	590	620	490	990	800	660	780
T297	120	980	370	560	980	690	190	500	420	620
T298	570	500	280	680	870	310	540	350	140	350
T299	350	880	270	450	410	690	980	960	900	590
T300	940	400	350	590	990	410	700	470	110	420
T301	980	500	240	840	430	940	510	960	920	890
T302	310	510	180	730	860	820	710	510	530	920
T303	170	550	820	870	920	860	150	540	930	200
T304	970	990	890	880	680	280	810	560	390	630
T305	610	950	690	950	280	530	700	730	100	360
T306	450	490	940	420	810	800	400	240	690	260
T307	520	630	500	260	430	490	430	970	810	540
T308	440	850	910	550	630	170	400	510	560	370
T309	190	980	440	930	450	690	740	530	400	960
T310	940	850	900	330	810	140	430	190	770	640
T311	200	450	510	350	590	580	720	650	390	970
T312	850	410	370	310	730	530	890	730	580	260
T313	300	600	440	710	310	470	480	120	170	250
T314	940	300	400	130	340	940	200	820	110	110
T315	310	520	550	840	650	180	780	340	450	480
T316	830	900	100	150	320	550	900	180	930	410
T317	290	630	600	880	130	380	350	630	230	310
T318	440	390	640	920	210	560	310	830	400	870
T319	710	770	760	980	910	890	950	510	370	800
T320	730	410	650	140	890	470	720	910	450	560
T321	300	840	650	340	240	180	960	340	850	410
T322	790	490	690	640	670	800	480	180	390	790
T323	480	520	850	780	250	570	710	640	180	580
T324	320	620	300	190	500	810	670	210	420	260
T325	170	820	390	670	870	280	630	310	870	420
T326	350	880	800	440	370	730	110	800	430	610
T327	410	520	120	820	560	250	230	480	980	850
T328	520	610	180	210	210	680	690	330	900	130
T329	150	230	520	530	590	550	860	470	750	320
T330	440	860	590	780	980	480	910	180	290	380
T331	130	650	810	540	830	740	190	410	920	600
T332	600	990	640	240	490	510	520	250	540	270
T333	330	760	310	590	130	480	970	750	410	370
T334	310	140	320	440	950	650	910	990	490	880
T335	630	700	420	750	370	560	170	430	810	290
T336	760	280	740	590	180	690	980	140	200	430
T337	440	900	880	370	180	850	290	850	800	500
T338	550	880	310	760	610	170	250	170	620	360
T339	490	580	110	590	150	340	770	610	680	690
T340	830	910	790	190	430	770	650	920	400	250
T341	350	780	830	720	760	150	660	640	670	730
T342	860	840	600	490	990	620	660	530	590	150
T343	500	800	900	430	310	490	500	260	810	950
T344	390	680	680	960	990	420	850	920	880	660
T345	610	630	560	610	140	690	130	580	570	400
T346	690	140	220	640	970	780	870	860	940	550
T347	780	210	660	170	630	600	220	310	880	860
T348	450	740	770	500	560	100	970	440	720	880
T349	660	300	210	950	120	460	420	740	700	560
T350	930	280	690	800	560	460	680	680	730	140
T351	280	570	180	550	710	960	170	600	200	490
T352	450	870	990	650	230	400	490	450	840	650
T353	410	640	640	150	320	530	470	870	460	730
T354	760	170	750	310	900	710	150	160	770	880
T355	380	880	610	910	720	610	630	190	240	280
T356	370	230	930	310	540	910	170	620	970	510
T357	700	200	500	960	850	440	530	600	370	170
T358	750	740	180	120	380	280	210	340	430	110
T359	280	230	840	630	470	920	410	510	640	320
T360	300	680	960	630	650	480	130	470	230	940
T361	670	300	580	580	220	470	360	700	720	860
T362	260	990	530	410	250	960	500	950	940	140
T363	160	210	740	430	380	620	570	210	220	140
T364	980	720	290	640	910	800	330	590	660	940
T365	140	180	740	810	210	340	680	470	140	430
T366	650	310	930	570	580	110	450	160	950	370
T367	110	700	870	350	330	980	280	910	170	530
T368	360	150	780	830	580	580	490	980	490	140
T369	390	300	760	820	190	650	260	570	160	430
T370	940	610	380	300	470	180	960	470	720	900
T371	880	310	170	970	610	960	700	180	950	950
T372	500	780	540	500	540	450	330	890	630	910
T373	530	920	610	220	490	800	340	950	860	360
T374	480	850	150	720	210	330	760	220	470	140
T375	200	690	820	420	690	910	480	700	730	540
T376	650	900	190	290	900	260	460	240	440	990
T377	160	390	160	770	890	410	790	150	110	800
T378	670	380	260	600	680	530	700	200	250	270
T379	310	580	400	300	400	350	260	910	960	450
T380	150	950	230	870	590	230	870	150	540	480
T381	860	880	310	910	120	300	410	920	970	820
T382	210	830	160	140	500	880	180	670	840	610
T383	760	410	930	180	890	800	870	470	760	550
T384	270	630	740	510	710	530	810	750	580	370
