	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10
T49	780	870	840	920	540	260	490	640	900	650
T50	510	240	550	750	970	940	800	470	920	130
T51	310	180	590	220	100	350	310	430	510	710
T52	990	610	880	460	410	660	870	760	360	300
T53	840	390	490	420	490	170	130	690	620	750
T54	780	960	920	830	680	880	430	280	180	660
T55	680	130	230	750	350	410	910	500	640	860
T56	440	130	650	560	760	170	520	160	200	690
T57	180	820	780	500	400	190	340	950	920	180
T58	740	980	110	480	870	500	120	710	240	400
T59	930	980	730	860	330	520	310	380	410	940
T60	470	350	400	770	810	500	850	600	730	520
T61	170	690	790	780	780	130	130	970	610	420
T62	640	960	190	960	160	330	820	100	350	360
T63	490	900	320	220	410	480	630	520	470	760
T64	770	990	470	870	200	510	890	800	890	510
T65	970	780	330	730	540	780	360	450	590	880
T66	980	610	880	520	720	920	290	680	920	540
T67	590	190	340	740	950	330	650	160	250	380
T68	480	800	660	890	810	110	380	780	420	860
T69	130	150	510	840	170	210	440	330	100	520
T70	460	200	930	580	340	410	380	470	910	960
T71	160	770	790	350	880	710	210	330	400	530
T72	570	550	940	330	220	210	300	280	900	540
T73	850	660	330	360	590	820	670	910	220	920
T74	630	570	700	400	750	820	300	910	710	200
T75	780	650	190	190	230	600	140	200	120	840
T76	290	680	370	440	270	720	800	760	370	290
T77	960	460	600	900	990	520	840	520	730	150
T78	920	800	430	230	330	500	530	950	980	640
T79	650	280	290	520	400	570	810	150	310	560
T80	660	540	660	280	940	570	330	880	330	220
T81	300	650	120	450	470	760	740	400	990	970
T82	670	400	700	110	790	870	380	160	160	980
T83	910	950	130	650	350	970	830	720	450	600
T84	810	200	350	560	990	800	130	950	500	810
T85	990	430	790	480	380	630	580	610	500	210
T86	800	410	560	610	470	340	660	670	770	820
T87	990	360	340	270	850	800	740	200	530	600
T88	920	450	610	490	410	800	640	970	710	290
T89	900	860	160	710	940	290	410	560	450	600
T90	510	860	740	580	460	180	680	720	810	560
T91	330	430	320	850	540	260	110	370	450	320
T92	330	990	650	980	760	720	800	330	760	110
T93	260	350	190	580	600	580	470	670	420	500
T94	660	980	380	990	610	110	200	980	470	350
T95	660	130	950	270	710	890	550	340	400	590
T96	480	910	940	920	560	690	230	730	410	380
T97	510	470	140	940	860	670	700	560	320	910
T98	330	260	970	310	540	160	160	250	600	650
T99	860	780	390	840	680	360	220	830	780	560
T100	420	720	750	460	670	610	240	100	160	780
T101	100	990	230	450	360	280	450	360	650	300
T102	100	830	130	220	620	610	850	340	860	360
T103	570	950	770	310	330	700	400	780	600	430
T104	530	310	600	550	860	910	500	210	950	400
T105	990	160	280	740	510	760	300	940	410	750
T106	790	280	100	990	800	110	290	880	360	820
T107	130	910	530	550	300	680	920	440	630	810
T108	200	340	540	300	850	320	960	270	200	300
T109	740	910	250	360	500	600	910	710	660	750
T110	880	590	580	300	820	420	560	290	850	460
T111	270	430	810	830	450	680	300	820	950	780
T112	140	490	730	910	300	300	990	260	250	950
T113	550	700	320	400	160	380	210	730	290	750
T114	650	630	870	230	590	850	820	100	320	730
T115	380	730	190	870	640	340	690	150	110	600
T116	560	300	840	120	530	890	970	710	160	160
T117	340	300	890	890	570	520	820	460	240	450
T118	880	580	630	830	230	200	300	290	580	430
T119	230	270	210	740	890	120	440	470	300	430
T120	360	750	430	460	520	450	940	700	450	630
T121	580	390	160	740	450	310	580	170	330	710
T122	820	920	310	290	620	760	950	810	860	890
T123	770	570	940	630	370	310	320	840	330	370
T124	370	890	970	170	480	410	860	350	950	590
T125	180	300	200	130	640	570	930	730	380	180
T126	870	950	510	730	840	310	550	390	570	920
T127	110	880	790	580	620	280	520	410	680	310
T128	950	520	620	500	760	130	620	190	450	550
T129	340	930	990	110	630	380	110	130	370	180
T130	860	790	860	960	790	510	880	890	990	920
T131	580	270	600	650	850	770	300	490	980	930
T132	190	940	500	140	550	940	590	970	860	380
T133	810	940	170	180	160	710	290	830	550	910
T134	240	510	170	280	740	590	770	930	260	870
T135	670	110	120	520	970	590	260	640	400	760
T136	830	150	590	950	310	380	690	560	770	430
T137	780	830	590	580	310	800	980	740	690	290
T138	820	980	250	960	350	710	370	860	570	120
T139	610	550	310	140	490	390	230	470	910	340
T140	230	220	390	190	130	770	330	810	950	610
T141	830	660	290	950	630	710	530	730	120	470
T142	910	420	160	630	530	250	100	580	990	610
T143	570	640	300	990	690	440	740	410	610	470
T144	720	710	540	260	300	650	710	850	130	360
T145	550	360	790	520	900	610	930	930	390	700
T146	280	710	180	820	170	990	810	180	550	790
T147	280	860	350	210	890	930	210	690	320	960
T148	980	750	430	500	920	610	430	240	810	430
T149	880	880	270	240	920	210	410	940	390	390
T150	350	220	670	610	990	440	340	740	220	260
T151	150	170	750	890	850	320	960	450	400	620
T152	410	820	130	210	330	890	660	460	210	100
T153	990	580	870	300	200	300	440	540	220	830
T154	620	740	400	150	320	370	330	680	860	960
T155	810	570	430	610	350	870	500	770	100	620
T156	330	500	430	410	110	420	880	100	770	270
T157	310	950	420	850	890	790	850	780	140	400
T158	560	960	290	890	480	920	430	610	840	760
T159	700	130	290	530	770	170	350	460	330	430
T160	550	880	350	650	100	890	250	160	680	200
T161	230	290	680	550	680	370	980	350	710	720
T162	870	490	300	320	930	530	810	800	710	540
T163	970	400	110	700	120	460	670	710	960	770
T164	790	470	760	300	330	390	750	590	380	270
T165	870	890	730	930	200	260	820	520	890	640
T166	750	500	970	470	190	270	230	260	990	590
T167	680	320	840	220	950	980	460	480	730	680
T168	720	500	390	790	710	850	550	480	870	860
T169	700	820	850	390	930	700	910	890	460	670
T170	390	490	550	550	930	890	830	710	130	430
T171	190	520	560	260	260	640	700	290	250	210
T172	760	480	260	450	330	270	610	790	460	310
T173	600	950	860	430	630	590	820	480	980	700
T174	400	870	430	940	830	210	350	200	910	510
T175	840	160	790	390	610	710	870	150	600	660
T176	270	740	290	830	710	140	920	860	580	970
T177	370	900	120	990	780	140	840	400	190	530
T178	130	270	650	250	520	860	860	890	680	540
T179	670	890	410	370	270	560	530	430	290	710
T180	690	940	850	100	490	410	470	540	490	340
T181	810	440	950	160	570	140	870	500	670	540
T182	670	570	990	390	640	740	930	840	940	530
T183	890	150	420	180	340	420	970	510	350	490
T184	540	950	440	110	960	270	370	320	650	710
T185	940	320	400	730	480	540	890	440	570	440
T186	950	550	210	300	610	860	850	300	790	600
T187	520	910	560	200	870	990	710	310	130	830
T188	190	210	630	110	230	190	450	300	140	710
T189	650	380	920	250	980	790	240	630	160	510
T190	750	820	530	670	560	440	870	490	490	430
T191	990	650	120	210	140	340	710	930	150	830
T192	400	430	910	740	530	490	580	620	230	340
